Face,Value
192,-0.4993606598472274
193,-0.5045333508098372
194,-0.42962933963454164
195,-0.504771680367571
196,-0.4369250638669846
197,-0.3759009369789938
198,-0.3737766148213207
199,-0.4373850577270774
200,-0.4259491950321989
201,-0.44016656977998786
202,-0.35152976504528555
203,-0.49085958618795317
204,-0.49210855043143065
205,-0.4215685347566606
206,-0.4289715830985279
207,-0.4141784297669388
208,-0.4436188021446268
209,-0.4538247072932126
210,-0.38143305812686695
211,-0.37756954200938964
212,-0.37753222636754513
213,-0.37580658106205345
214,-0.37482780466135884
215,-0.37459288825674725
216,-0.42607784430418166
217,-0.4277984803861363
218,-0.492781896776268
219,-0.4313757895003119
220,-0.42891431158654725
221,-0.4418993314768649
222,-0.4311570191212959
223,-0.4167930857416387
224,-0.4111208371515272
225,-0.43257397914072787
226,-0.4373183512458912
227,-0.4157337975130961
228,-0.4270727979032362
229,-0.39526457385070685
230,-0.3833796498560782
231,-0.3910429616581003
232,-0.3823932509782573
233,-0.378122411135913
234,-0.3764691493782835
235,-0.48188937723722414
236,-0.4365577196116281
237,-0.43341116640381677
238,-0.43051081444903444
239,-0.45925384001641806
240,-0.37719076131488416
241,-0.37787530200019237
242,-0.3769130481878156
243,-0.37553783098014076
244,-0.47766082836883733
245,-0.4436177642742032
246,-0.4034650831241449
247,-0.351911743471695
248,-0.35772064315772445
249,-0.4097485118693032
250,-0.49458171081773
251,-0.4287317690187487
252,-0.3869980546805986
253,-0.3846955314220935
254,-0.38129120972067704
255,-0.3799250342705298
256,-0.38019401869381736
257,-0.37808824603572583
258,-0.42583613766441936
259,-0.4299129763745531
260,-0.4910836084656865
261,-0.37749845177531566
262,-0.4269785435132117
263,-0.4142780761402964
264,-0.4246697548868736
265,-0.38504709525904984
266,-0.3834073844711103
267,-0.3792843399022001
268,-0.3801447901065193
269,-0.37800368364345177
270,-0.437861593287245
271,-0.42093007681919586
272,-0.40458634974462954
273,-0.47724471047641953
274,-0.4292402229356087
275,-0.43668656012241963
276,-0.3842437240324887
277,-0.4500816051439833
278,-0.40890547502386476
279,-0.38297977723520965
280,-0.41025477912907915
281,-0.4461283270239982
282,-0.3918971632271316
283,-0.38115593579140655
284,-0.3794878388385999
285,-0.3798248225984904
286,-0.4323074610692334
287,-0.4268029124847956
288,-0.3979314705488011
289,-0.43473382961396484
290,-0.43454174608736434
291,-0.4258620314917529
292,-0.4209468289408531
293,-0.40732552824592566
294,-0.3881492689019496
295,-0.38717156901905564
296,-0.38168413067827883
297,-0.3814351720477028
298,-0.43108869002653494
299,-0.4215792929868423
300,-0.49639276744643507
301,-0.4338959560656755
302,-0.404781441307843
303,-0.4043057831643511
304,-0.40198718983050785
305,-0.40268148532032594
306,-0.3951981777633135
307,-0.3913624722075326
308,-0.38942538512105407
309,-0.38765844683517275
310,-0.3863703126365454
311,-0.3834243210959367
312,-0.38206561458302385
313,-0.3813712538302024
314,-0.38128265937766387
315,-0.3809581492346983
316,-0.43347890379741
317,-0.4787469386181658
318,-0.43966092121993205
319,-0.4060262542155402
320,-0.49433055906142415
321,-0.40533494691121413
322,-0.44158985490939595
323,-0.39282639770363775
324,-0.38514918214040356
325,-0.3843186705143631
326,-0.43413926305720985
327,-0.4345082260481703
328,-0.4338097030697776
329,-0.4796520350407632
330,-0.4410753871824175
331,-0.4793618712451591
332,-0.4802386936530077
333,-0.5026578189424159
334,-0.4385581267745943
335,-0.4633831109965147
336,-0.38848397416045705
337,-0.42557137329757494
338,-0.420827297832495
339,-0.3910045591555551
340,-0.39021532075256776
341,-0.3866415685864757
342,-0.38521844317077364
343,-0.38381036705837257
344,-0.3849078849843938
345,-0.3834199253717235
346,-0.3828303896036602
347,-0.385949213369756
348,-0.3833721857312424
349,-0.47888037399800837
350,-0.42611210345072553
351,-0.43906886409110735
352,-0.43706742897936857
353,-0.43928552757617517
354,-0.46391845846288843
355,-0.3947673448283611
356,-0.3832817779535067
357,-0.38467699550946416
358,-0.43183959253406706
359,-0.4289214066077158
360,-0.4330672283042603
361,-0.4228507109433311
362,-0.41148535248775375
363,-0.3945874812748828
364,-0.3926465341501595
365,-0.3912523242705231
366,-0.3882504125971844
367,-0.3879782261115026
368,-0.38438159169157693
369,-0.4355481254889428
370,-0.5039201026629626
371,-0.421456793946231
372,-0.4237194255833177
373,-0.40354840916181084
374,-0.40944577080025235
375,-0.49268072430440685
376,-0.4104386521069925
377,-0.3898158105496041
378,-0.38901821658812
379,-0.38655587580742856
380,-0.42334756585939365
381,-0.47696149195277365
382,-0.4773823844056749
383,-0.480560086841838
384,-0.48172501791520506
385,-0.47945361646428797
386,-0.3465471376808756
387,-0.44097228274082906
388,-0.4025436033018283
389,-0.4259087535748689
390,-0.38683942647858244
391,-0.38772776894100086
392,-0.3875369603265599
393,-0.38675789376666564
394,-0.44271952593826364
395,-0.47846676202743116
396,-0.4180682203447246
397,-0.4231493341001518
398,-0.43129695440977484
399,-0.4376208690973036
400,-0.41276694847466416
401,-0.4133449396875582
402,-0.44724203549553615
403,-0.39865666671260636
404,-0.39668641723083947
405,-0.39058361454053975
406,-0.3885016914932902
407,-0.3875372067683913
408,-0.3879721745755771
409,-0.40001073449757757
410,-0.4258939752963659
411,-0.414045452393414
412,-0.4138074001216552
413,-0.43217831677741253
414,-0.3972390979065758
415,-0.3938429438111541
416,-0.39287012130959376
417,-0.3909310638113019
418,-0.35105980712023266
419,-0.44855262056438433
420,-0.3929685386739979
421,-0.4120849123348936
422,-0.42197297880214535
423,-0.39596213962177124
424,-0.3947027253102553
425,-0.3928799097605599
426,-0.39377703468821973
427,-0.39045898849312294
428,-0.38851829128752263
429,-0.39058048849122406
430,-0.44065355120456834
431,-0.4256059641783259
432,-0.4228346419531441
433,-0.4237735095638054
434,-0.42094800005624283
435,-0.39217053526939943
436,-0.3585354423658178
437,-0.414993999754625
438,-0.4134351393640055
439,-0.41512052397787896
440,-0.396463280526586
441,-0.49543087860922475
442,-0.40146282806939687
443,-0.3994846933398084
444,-0.39183037267520593
445,-0.389645202231445
446,-0.3899199561302491
447,-0.3882230838038301
448,-0.39244871146078947
449,-0.4351552238039622
450,-0.422823209936543
451,-0.39548907461773836
452,-0.4375607169344539
453,-0.37117561986354364
454,-0.40247603929993064
455,-0.3910051306269004
456,-0.39081899693296807
457,-0.3930364785715928
458,-0.39321851988707907
459,-0.39511532924930565
460,-0.5014190866210247
461,-0.48055082311281505
462,-0.43319180432363297
463,-0.35674745851121475
464,-0.44201797931590736
465,-0.43510970920106606
466,-0.40582266791939287
467,-0.4047062378603478
468,-0.4018228324449118
469,-0.4002249095923896
470,-0.3914196357331705
471,-0.39256958576414247
472,-0.40800517876530806
473,-0.4330699922395989
474,-0.39587711080475535
475,-0.3943900693830904
476,-0.39592735041300425
477,-0.4277537894225191
478,-0.41076209229012545
479,-0.3998802713924905
480,-0.3978630968551047
481,-0.39732390255863365
482,-0.3967940783384923
483,-0.39319617455931244
484,-0.3933359257667785
485,-0.34897701015902466
486,-0.4278406636002609
487,-0.42568643631056813
488,-0.42601716195227235
489,-0.42799982596029595
490,-0.4165129880270541
491,-0.41419175453228024
492,-0.4114004076284525
493,-0.40500382230079396
494,-0.39631314224454545
495,-0.3958871649598663
496,-0.39402141660761797
497,-0.426723272012187
498,-0.40626494476710545
499,-0.4184058282733389
500,-0.43409721116824707
501,-0.41822107050748314
502,-0.4172507786289048
503,-0.4165621926469194
504,-0.41008549109215003
505,-0.40128093760486405
506,-0.40059324364026505
507,-0.39839648382961323
508,-0.39510545807241876
509,-0.3988959488394526
510,-0.4773113167982215
511,-0.42691457668854554
512,-0.44204097155293565
513,-0.41575035999063603
514,-0.41846854186089466
515,-0.40709930778029263
516,-0.4032519319772862
517,-0.4030546753371375
518,-0.39842028060162127
519,-0.39728122927388815
520,-0.3955861090013176
521,-0.3968168465546184
522,-0.3960108895315672
523,-0.39657421277644983
524,-0.39818491453596144
525,-0.3511249029239872
526,-0.4254396346928518
527,-0.39974568138167305
528,-0.4003036703261749
529,-0.42102578591568757
530,-0.3824166309504989
531,-0.4196951002271306
532,-0.4166518571422578
533,-0.4089623817237222
534,-0.5018401043802423
535,-0.40128795014321184
536,-0.41212359419817113
537,-0.4043291263597972
538,-0.4037881756501407
539,-0.401826030662882
540,-0.40185250280028884
541,-0.4010733569659258
542,-0.4001719968259146
543,-0.39846534770128067
544,-0.3983369456932087
545,-0.3976334781947151
546,-0.39886421574801584
547,-0.3977980349052497
548,-0.42600097649793045
549,-0.47532503153669614
550,-0.49274398386198276
551,-0.36761179758501655
552,-0.42179824817890293
553,-0.4192864624397994
554,-0.41555861939700955
555,-0.4148053755992029
556,-0.40662186847944454
557,-0.4089631596583261
558,-0.4004605327466407
559,-0.39849831254534335
560,-0.4342120958471809
561,-0.4323716612544495
562,-0.4238546742381817
563,-0.40258339117977887
564,-0.4206421557265941
565,-0.42193444865394486
566,-0.4110004848297433
567,-0.40521036058982407
568,-0.4042028012400718
569,-0.40274488722423835
570,-0.3997359765852629
571,-0.3997221346741431
572,-0.4223468626297791
573,-0.4461542198180653
574,-0.4035664234984376
575,-0.4023020255134539
576,-0.3434933631325256
577,-0.40991073591696353
578,-0.38070171345475473
579,-0.41883041664386894
580,-0.41619396150953497
581,-0.408929756661563
582,-0.4071355974647038
583,-0.4055985140423483
584,-0.4047767969479769
585,-0.41597353965401157
586,-0.43224602326236033
587,-0.40752375091722803
588,-0.4035786661571276
589,-0.4006288260853941
590,-0.4016805162332801
591,-0.4264805416731614
592,-0.4268507873308154
593,-0.4409081222291385
594,-0.4184631240013655
595,-0.42272277330100905
596,-0.4305093585366799
597,-0.39650314729982
598,-0.4309203481428385
599,-0.42803683264384657
600,-0.423994627074392
601,-0.4210198973736288
602,-0.4139903973439553
603,-0.4114787020651953
604,-0.4035600556854693
605,-0.4018249166125689
606,-0.4005037203983859
607,-0.41662274067698807
608,-0.34424096493993944
609,-0.4191366860371016
610,-0.41094379617216953
611,-0.40931431817300695
612,-0.4024058492658968
613,-0.4018187411530889
614,-0.40117939934803776
615,-0.4829368182180454
616,-0.41829718678549366
617,-0.4933349331875158
618,-0.38883772565635105
619,-0.4235361215900065
620,-0.4193573299054712
621,-0.41591669442272217
622,-0.41554096622931214
623,-0.41311316625428257
624,-0.4092497337961216
625,-0.40693006408965116
626,-0.40694507955656906
627,-0.40559556041394823
628,-0.4037641857757161
629,-0.40207224884816894
630,-0.4021586904860626
631,-0.4796123402842569
632,-0.47579694881179163
633,-0.42553225135491496
634,-0.41686440020303617
635,-0.4094397869540125
636,-0.40871699401486716
637,-0.40557694994228993
638,-0.5015683176606138
639,-0.4240745757445672
640,-0.43318097153010493
641,-0.4307047203500622
642,-0.4329412407509803
643,-0.363052970238593
644,-0.37692011878522197
645,-0.44180961609447983
646,-0.42438646667310165
647,-0.42626166190752257
648,-0.42209088632509356
649,-0.45430311069223483
650,-0.35140198848574405
651,-0.4042135405078689
652,-0.480843529753733
653,-0.4318787884647118
654,-0.43065333141312806
655,-0.41963407160157207
656,-0.43446573064575095
657,-0.4185568021022936
658,-0.4824378262369417
659,-0.4154170898089713
660,-0.42275458580221775
661,-0.42188841947054895
662,-0.41877913485751656
663,-0.4050388168310284
664,-0.4041126363740357
665,-0.40534923813078366
666,-0.40436737135068274
667,-0.461509130804159
668,-0.42370225919435284
669,-0.39936704241358134
670,-0.43201956200117797
671,-0.43700680224580113
672,-0.4061665241418763
673,-0.42653267076360696
674,-0.4216166944552442
675,-0.34117448343830015
676,-0.4261735635462421
677,-0.47565346348673715
678,-0.40641649737647206
679,-0.40577744994537773
680,-0.40699084035647853
681,-0.406414853974864
682,-0.4065280002228367
683,-0.4375265293545074
684,-0.42603075949739017
685,-0.4388776109256882
686,-0.4180476965811457
687,-0.43673164597247033
688,-0.4244232090101298
689,-0.40231147908882664
690,-0.4060220730452751
691,-0.4819414737984811
692,-0.43168681660689695
693,-0.44795939813678354
694,-0.40695756106014036
695,-0.4066682826779438
696,-0.4052228234652803
697,-0.4086801801996797
698,-0.4307618684876153
699,-0.4359801481921255
700,-0.42320704759959904
701,-0.4305259716797774
702,-0.4295286311040177
703,-0.4293610683456075
704,-0.42263960495913366
705,-0.4262423681754351
706,-0.42682047588366134
707,-0.40009916050714384
708,-0.35408125321084216
709,-0.4065361172795415
710,-0.5008098960197164
711,-0.4332215725635728
712,-0.4159745622599842
713,-0.41578786038663534
714,-0.4305104577449857
715,-0.42239571695548433
716,-0.42317716410883577
717,-0.4235548467677952
718,-0.4243777189429281
719,-0.41460006672025956
720,-0.44746618060213866
721,-0.38527556389188994
722,-0.37885800893780724
723,-0.40487050028664157
724,-0.42792126670322955
725,-0.4076161437341798
726,-0.435356334487194
727,-0.42167315532173877
728,-0.42757742150982775
729,-0.41684265454346203
730,-0.4054641685618597
731,-0.42815923586987203
732,-0.42018142771407757
733,-0.40720733213505333
734,-0.40812244367349243
735,-0.39969443939405497
736,-0.42151457969236783
737,-0.43891212982880123
738,-0.47801528615867434
739,-0.3980173381259137
740,-0.42793501779125936
741,-0.42714453000545033
742,-0.45119858029534093
743,-0.4461484106299623
744,-0.45439616986821213
745,-0.4027199368412307
746,-0.43733100108404277
747,-0.408714252617959
748,-0.48305445885524173
749,-0.39854501855982344
750,-0.42589011848312497
751,-0.42671299065825785
752,-0.4273569100830332
753,-0.34990952033038836
754,-0.42339069765344695
755,-0.456824186710966
756,-0.4118139269837318
757,-0.40910243225901294
758,-0.4094381327999063
759,-0.4090112387716389
760,-0.40856703395170707
761,-0.4088877564012876
762,-0.47229480517550343
763,-0.42349057657117983
764,-0.423967431952641
765,-0.4316444893600659
766,-0.4273563703934528
767,-0.42781759649972945
768,-0.4283518313672576
769,-0.42797352425597707
770,-0.4273053099568334
771,-0.4209702243295352
772,-0.44021621971215685
773,-0.39842182617244265
774,-0.40759741987016773
775,-0.48127039124634163
776,-0.41956116903790774
777,-0.42107744189023655
778,-0.43540054298619096
779,-0.37974563687261115
780,-0.40737482261374885
781,-0.43295942402939613
782,-0.4107687435147936
783,-0.4097249588193301
784,-0.41049027154712525
785,-0.49766805862565794
786,-0.41576903100752016
787,-0.4283561137237124
788,-0.4045105423239561
789,-0.42871241191558634
790,-0.4368805520992948
791,-0.4329761379011867
792,-0.4096152796613497
793,-0.40947233518034226
794,-0.4084117827012816
795,-0.45104218844633204
796,-0.4932212623380067
797,-0.43887477395271546
798,-0.4264975281260323
799,-0.4291374585741606
800,-0.4264820064565655
801,-0.4154079403773204
802,-0.4076391608319354
803,-0.4070507865068085
804,-0.43748531494940485
805,-0.4821194497819792
806,-0.41220522643758667
807,-0.41064066594441373
808,-0.4119746899402354
809,-0.4131571263455663
810,-0.43596725978297685
811,-0.4786019300348459
812,-0.43288685932179244
813,-0.44465454409302413
814,-0.43035170217083646
815,-0.43059984134226265
816,-0.4246510722688582
817,-0.42580216451545266
818,-0.41837878641828413
819,-0.4146064131664546
820,-0.4124980352643628
821,-0.4107880729521485
822,-0.40958457599208037
823,-0.40880627010981846
824,-0.40807097006427434
825,-0.3712161829969105
826,-0.4449017540902238
827,-0.411279298431755
828,-0.4147439637580899
829,-0.502316880394602
830,-0.49395847332909426
831,-0.47924981069093836
832,-0.42763309870316
833,-0.4168834473528695
834,-0.4104954816099419
835,-0.4127530532323911
836,-0.4129303950377053
837,-0.4281589043673025
838,-0.4437686746794729
839,-0.4793547956768334
840,-0.4308884786498674
841,-0.4312113599771498
842,-0.4294483675039668
843,-0.4267950969106085
844,-0.41899596686417256
845,-0.4171297681010004
846,-0.4134282639760176
847,-0.4126292072816648
848,-0.41006332218367536
849,-0.43122982220393374
850,-0.4134603642520844
851,-0.41385799535582707
852,-0.4115227022372669
853,-0.41348489383418247
854,-0.4168161783623702
855,-0.44202469287039947
856,-0.481537564221531
857,-0.4775731805232771
858,-0.42994612224154594
859,-0.4281727659361431
860,-0.4204478337558011
861,-0.4195423591991232
862,-0.41670201750427266
863,-0.41556687473164167
864,-0.40972290848921217
865,-0.40957598276879487
866,-0.4857871861015051
867,-0.419852935581661
868,-0.41877881312064735
869,-0.4374901796900294
870,-0.42916943095693405
871,-0.4211834659452785
872,-0.4279718176151988
873,-0.41333911610728974
874,-0.43202360459418937
875,-0.43560500225494153
876,-0.44149737020107954
877,-0.41139935502092145
878,-0.4110532266049393
879,-0.4841997232177124
880,-0.41684745463037726
881,-0.41676364811075767
882,-0.41515906509514705
883,-0.41592005316975605
884,-0.3508459107440089
885,-0.4342480189361085
886,-0.45338708640230024
887,-0.4111252224717474
888,-0.4150398718256108
889,-0.4147905781587244
890,-0.41648580110628536
891,-0.4312589058778454
892,-0.4391340387245957
893,-0.4220211590061596
894,-0.4301832998793922
895,-0.4369373604219277
896,-0.4345379795649194
897,-0.4099200236046861
898,-0.42424449026547223
899,-0.4234624748529132
900,-0.41853462915171447
901,-0.41707881791925344
902,-0.41407051918191456
903,-0.4132728263474377
904,-0.4178837572088105
905,-0.41599557830554335
906,-0.5036223219584411
907,-0.42490158637585124
908,-0.4257225750521405
909,-0.43485246944438
910,-0.42774402977326603
911,-0.42042205975248015
912,-0.4198420803017992
913,-0.4163815190638791
914,-0.41418326585589477
915,-0.41274442254090743
916,-0.4131014209736888
917,-0.4147570694166222
918,-0.41592104250100664
919,-0.41843019756230354
920,-0.41921674290891464
921,-0.48297991853621575
922,-0.4336641324901988
923,-0.4250305852912843
924,-0.41566962571142624
925,-0.4137196728530503
926,-0.4019605335572362
927,-0.41818612747907724
928,-0.4187888462896466
929,-0.500624353195188
930,-0.4362462253909101
931,-0.4379975025475263
932,-0.43224047177517694
933,-0.4292226562128441
934,-0.42703261854689484
935,-0.4224598928112903
936,-0.41707018608493374
937,-0.41787981871456176
938,-0.4178552223642528
939,-0.43133042831515506
940,-0.4288349939940291
941,-0.42393598574603697
942,-0.4197699907401518
943,-0.4194493222803218
944,-0.41826496057654367
945,-0.3767886100803155
946,-0.4553092909188334
947,-0.4232352467556704
948,-0.42999161569457883
949,-0.41958851991367463
950,-0.42895401877318795
951,-0.39851587205896727
952,-0.4486632553322023
953,-0.41536771604903433
954,-0.44012135203331765
955,-0.43496534392643804
956,-0.44219607889044704
957,-0.399846993121753
958,-0.48562364940450203
959,-0.44081681788762345
960,-0.4861668848111256
961,-0.4745865683712203
962,-0.4899728260755298
963,-0.41915986456186644
964,-0.487664694453213
965,-0.48664882648801466
966,-0.41839775260177053
967,-0.4535660955982233
968,-0.397478437345208
969,-0.44093755460199796
970,-0.49904708747426135
971,-0.5001430783400909
972,-0.48974601782428434
973,-0.41712303211029705
974,-0.44472405148403177
975,-0.3950508029105731
976,-0.4559431600938564
977,-0.34365429214451376
978,-0.43105264965477735
979,-0.44801271831434414
980,-0.3936046055384607
981,-0.4250881502983132
982,-0.3480380830838076
983,-0.34606211323932096
984,-0.48217668614674314
985,-0.352491463269329
986,-0.4308526962608938
987,-0.4395754630670419
988,-0.45175847478537245
989,-0.4509920048950032
990,-0.41200654080311816
991,-0.3716970734497756
992,-0.43171208654511534
993,-0.490585560300073
994,-0.4042122918895559
995,-0.35377650284010903
996,-0.35156287654810797
997,-0.47812734671289525
998,-0.4466254326751391
999,-0.41261920492374093
1000,-0.35880372475546857
1001,-0.3571043428216664
1002,-0.3482662245910783
1003,-0.41007289614828935
1004,-0.3565328920332825
1005,-0.35141574834329825
1006,-0.48077110300817844
1007,-0.49062293408720814
1008,-0.3599368977969881
1009,-0.35974844151374136
1010,-0.35772186384856625
1011,-0.3550124109956494
1012,-0.3550862240373262
1013,-0.49007707617907276
1014,-0.4892229557881626
1015,-0.46887969326308115
1016,-0.4625380349952309
1017,-0.438058674777134
1018,-0.44940955690180756
1019,-0.3635516121374323
1020,-0.36292154052104536
1021,-0.35405328697643496
1022,-0.501772166676009
1023,-0.4879067572315883
1024,-0.46529908309549645
1025,-0.45005474965132747
1026,-0.4845478242250915
1027,-0.4870768178349228
1028,-0.3654744556414315
1029,-0.36425240936297865
1030,-0.35874574109911134
1031,-0.4552440419544371
1032,-0.46080278417325654
1033,-0.361460879034512
1034,-0.3547098598625175
1035,-0.4573138729955804
1036,-0.4852393958674875
1037,-0.43998113178249043
1038,-0.43531756386962245
1039,-0.48462236454411745
1040,-0.3633021579949636
1041,-0.3595047985986075
1042,-0.3574334840668047
1043,-0.42970421096733563
1044,-0.44749129397149545
1045,-0.48845826076014287
1046,-0.43229266229551916
1047,-0.37020971730451113
1048,-0.37260731706455125
1049,-0.36241094324338036
1050,-0.46800376902690316
1051,-0.3698734690031673
1052,-0.3604626022964881
1053,-0.44517131395639936
1054,-0.47233666331651475
1055,-0.4666364705094612
1056,-0.463727709627433
1057,-0.46389687377285416
1058,-0.4632170866064978
1059,-0.46887981519185445
1060,-0.5003258733472116
1061,-0.3683738370587107
1062,-0.36958486021978193
1063,-0.3674042794398887
1064,-0.3653941036178461
1065,-0.3655110094136216
1066,-0.36328690653865214
1067,-0.3642892532255099
1068,-0.36353626351514884
1069,-0.36096114375136495
1070,-0.35858859840776414
1071,-0.4635297100776121
1072,-0.47249068408120803
1073,-0.5036743218528926
1074,-0.4675103566013936
1075,-0.37144198157851327
1076,-0.36034453252025095
1077,-0.4440012335520442
1078,-0.4423042520137601
1079,-0.44176963425775556
1080,-0.370077765092845
1081,-0.3687233625555326
1082,-0.34194555863961434
1083,-0.4050078192817286
1084,-0.4070238561314168
1085,-0.503988270633701
1086,-0.4565875160913982
1087,-0.44341583335265583
1088,-0.45098735710251114
1089,-0.44922225771415664
1090,-0.4267207813340466
1091,-0.43604485557148376
1092,-0.4270524506699109
1093,-0.37696236121509424
1094,-0.3749974063409205
1095,-0.37461795961375827
1096,-0.4236260557566247
1097,-0.4547041897074147
1098,-0.43506526237358245
1099,-0.43522395240476036
1100,-0.435249208208276
1101,-0.44185236745502693
1102,-0.3708036342781422
1103,-0.36571053085646116
1104,-0.3661279698149682
1105,-0.3631345168223589
1106,-0.36061099968510657
1107,-0.40563365622840597
1108,-0.4060371735925313
1109,-0.4261342802006325
1110,-0.3767496059782591
1111,-0.3763799251743456
1112,-0.3742177179774211
1113,-0.3714778604823153
1114,-0.3681422322022943
1115,-0.3708495725581613
1116,-0.3703842195575819
1117,-0.36875534345576694
1118,-0.36680936017530913
1119,-0.3703058471537095
1120,-0.36848508606174457
1121,-0.3643957916705562
1122,-0.36377375807992496
1123,-0.5011190038788705
1124,-0.41931270524761594
1125,-0.37610962621378957
1126,-0.3740499450518231
1127,-0.36738924466316547
1128,-0.3987492091244292
1129,-0.40863561975348656
1130,-0.4078643958114956
1131,-0.41326677840298903
1132,-0.4233656933213859
1133,-0.4259632745288944
1134,-0.3818842394644552
1135,-0.37472417125599616
1136,-0.37309155991344883
1137,-0.4934780939673303
1138,-0.3602236299350316
1139,-0.4492439110711814
1140,-0.5021665516439804
1141,-0.44342320219328507
1142,-0.45989986683038425
1143,-0.42715494274580657
1144,-0.3757967132147217
1145,-0.36911283306137604
1146,-0.41259419141630566
1147,-0.5036943911553861
1148,-0.3480498044884744
1149,-0.42929589245833794
1150,-0.4336586877280329
1151,-0.4798440131474894
1152,-0.45572475288269315
1153,-0.4486239665630809
1154,-0.45198045283677973
1155,-0.37768277194282995
1156,-0.36914970455816953
