Face,Value
1157,-0.41205360420482084
1158,-0.4382759486254865
1159,-0.43750567808951013
1160,-0.47276726566742777
1161,-0.4539388107505642
1162,-0.46498045367007285
1163,-0.4461810983353594
1164,-0.4504346092343916
1165,-0.38112200404448826
1166,-0.3827739104559282
1167,-0.3807523232405749
1168,-0.37198157304014495
1169,-0.37226935958108315
1170,-0.4148941128530486
1171,-0.3543327524160807
1172,-0.46938745531111753
1173,-0.4054943098183685
1174,-0.45374567274539324
1175,-0.45370058676916974
1176,-0.4442780009785703
1177,-0.3810807621554992
1178,-0.3819796816803665
1179,-0.3735897824705025
1180,-0.37181483189403314
1181,-0.4129883457547363
1182,-0.46222964445516374
1183,-0.4124504504765254
1184,-0.42123288512487383
1185,-0.43406713132872404
1186,-0.4147152251075306
1187,-0.4585773815564063
1188,-0.44225135505311924
1189,-0.43618375607842275
1190,-0.42705292379847415
1191,-0.42220395592207677
1192,-0.36132385786883336
1193,-0.3835612519853599
1194,-0.37797518256035034
1195,-0.3736248192027658
1196,-0.4424402981300349
1197,-0.46671116696790643
1198,-0.46157531899913024
1199,-0.4611726303569277
1200,-0.5012743646006254
1201,-0.4033337207583682
1202,-0.43724856926673406
1203,-0.4440554324223623
1204,-0.38615617381447015
1205,-0.37774147478986037
1206,-0.43809689660499185
1207,-0.45115144496641885
1208,-0.44569505208403376
1209,-0.4740823939232685
1210,-0.48187320702341907
1211,-0.4661887651155785
1212,-0.4445571992510225
1213,-0.4483892824916805
1214,-0.4449698217776346
1215,-0.4194153177063122
1216,-0.41433783158053544
1217,-0.4264814939879398
1218,-0.4727404984308982
1219,-0.3847575962006511
1220,-0.38404852620358465
1221,-0.38156302230082034
1222,-0.3808468543773456
1223,-0.37689499334647086
1224,-0.4126162820555737
1225,-0.43288330924330903
1226,-0.45897926131260647
1227,-0.45079390632813304
1228,-0.42938562474155645
1229,-0.4523016129609487
1230,-0.3873131961478153
1231,-0.3824899325426771
1232,-0.42366500851361044
1233,-0.46749542332370964
1234,-0.4526128467089648
1235,-0.45235526818937216
1236,-0.44115942433912797
1237,-0.4508762778987667
1238,-0.3739532517304571
1239,-0.36090952928645564
1240,-0.35181240234639927
1241,-0.3875618226059893
1242,-0.4124203171724991
1243,-0.4479120220246069
1244,-0.4244946787688644
1245,-0.44643425724064434
1246,-0.4573557717899855
1247,-0.3522839198844796
1248,-0.44664544285886154
1249,-0.45256448883502604
1250,-0.4567331836546704
1251,-0.4585318214160541
1252,-0.3893198056937255
1253,-0.3880705496491867
1254,-0.38642055880810694
1255,-0.44563050679489496
1256,-0.46347191826067863
1257,-0.4580715623470128
1258,-0.4627530760048808
1259,-0.4349907773720593
1260,-0.451376654041453
1261,-0.4533839303764675
1262,-0.47146889685525045
1263,-0.42807685567857107
1264,-0.44853844636205303
1265,-0.5011394289382746
1266,-0.4174367006791155
1267,-0.3895015625718557
1268,-0.4141869379899612
1269,-0.4169445431352112
1270,-0.4474355275597088
1271,-0.41662433129442317
1272,-0.3910803211429828
1273,-0.47124173676352754
1274,-0.4437908727668945
1275,-0.4647961732545322
1276,-0.4542733329301511
1277,-0.4567779349090202
1278,-0.41473784542664727
1279,-0.3890069449686549
1280,-0.4935012290124814
1281,-0.4530134819998044
1282,-0.34335783744137677
1283,-0.45470409041798493
1284,-0.4650408905892203
1285,-0.46613906458860127
1286,-0.49196165964097044
1287,-0.45497793205623943
1288,-0.4214144094249011
1289,-0.45785940363843225
1290,-0.3460936332675976
1291,-0.5002229156404848
1292,-0.43241131559618134
1293,-0.418402315870172
1294,-0.45562992063890234
1295,-0.44471859566755517
1296,-0.41724319467312904
1297,-0.4214600243888196
1298,-0.4854589556179265
1299,-0.3916334177785366
1300,-0.3891085772785547
1301,-0.4736310439498363
1302,-0.4485371379707422
1303,-0.4535032139562558
1304,-0.43618361866616634
1305,-0.48942895281474774
1306,-0.45167650366850903
1307,-0.4623199890508158
1308,-0.4403330124184133
1309,-0.46023429711535285
1310,-0.46512243842534234
1311,-0.4742395417937269
1312,-0.49848526358813894
1313,-0.4985431045644304
1314,-0.4875576166260704
1315,-0.4152726553659909
1316,-0.4592023011516342
1317,-0.4269063541769018
1318,-0.4747460095103273
1319,-0.45570889626176836
1320,-0.4517280082685737
1321,-0.4187451656166923
1322,-0.460816637682828
1323,-0.40186945399257157
1324,-0.45203604337818365
1325,-0.42787345934510523
1326,-0.48637174607188705
1327,-0.49143192413928016
1328,-0.4631609583963543
1329,-0.4800590065471626
1330,-0.42404037107736503
1331,-0.4228857763343405
1332,-0.4233993229615769
1333,-0.48448081354058625
1334,-0.4970506128132656
1335,-0.41348624965368547
1336,-0.433318945557978
1337,-0.3866342285832814
1338,-0.4371860296288182
1339,-0.4351170664105961
1340,-0.4201687315336944
1341,-0.48407300802975056
1342,-0.3583955449083203
1343,-0.49318703900349603
1344,-0.4321833500607763
1345,-0.45473073232299815
1346,-0.42303686632736254
1347,-0.4908690924086743
1348,-0.44830571669391645
1349,-0.49510250989652116
1350,-0.4096821061566327
1351,-0.49717820883853964
1352,-0.4997041549980173
1353,-0.49576858106796023
1354,-0.43138403634726474
1355,-0.4846119331645342
1356,-0.38908629458652655
1357,-0.38937778509643567
1358,-0.3871877262966866
1359,-0.42839937168283093
1360,-0.4285745612124101
1361,-0.4826574962265582
1362,-0.3995955478674375
1363,-0.43142547123063535
1364,-0.4829918768889973
1365,-0.44374932316097754
1366,-0.42185546788505596
1367,-0.4109603513741124
1368,-0.4589600475324165
1369,-0.4329131740529215
1370,-0.436121191260698
1371,-0.4298802624741775
1372,-0.42647289953839573
1373,-0.43531130943081825
1374,-0.4761144452987667
1375,-0.4584898348297158
1376,-0.4583624517248867
1377,-0.5029060013638852
1378,-0.47725471843343376
1379,-0.3927476555734865
1380,-0.4286324584625674
1381,-0.4211758753972124
1382,-0.45959601476433837
1383,-0.432447416742939
1384,-0.4603816891029231
1385,-0.4552953512325515
1386,-0.4933015039368893
1387,-0.40264303520268396
1388,-0.503011265035181
1389,-0.4417349078659713
1390,-0.4516790371559904
1391,-0.42211617154277553
1392,-0.4924916252847245
1393,-0.4928873573134016
1394,-0.4909051960226405
1395,-0.41875499733102206
1396,-0.45705099570275437
1397,-0.3957753199068
1398,-0.46994474360475413
1399,-0.46864205207490645
1400,-0.3964015555984772
1401,-0.393025157795472
1402,-0.4812371043066812
1403,-0.5033627773968532
1404,-0.496587966080045
1405,-0.48205668113276423
1406,-0.4661228066221707
1407,-0.42602571641334047
1408,-0.443212678632594
1409,-0.4948903093943095
1410,-0.41646787135414803
1411,-0.395836096143412
1412,-0.39521437715653657
1413,-0.4184163079468927
1414,-0.4868736092340576
1415,-0.4430226690952823
1416,-0.4372865963893983
1417,-0.4832216122061313
1418,-0.5049456483937405
1419,-0.4491629151198455
1420,-0.47076494901948446
1421,-0.4673528853033046
1422,-0.46851620247654163
1423,-0.4406655081717689
1424,-0.441586979322884
1425,-0.4432914079444112
1426,-0.4424935219654724
1427,-0.45415954266394243
1428,-0.4534684222813878
1429,-0.37582649352561476
1430,-0.4400420152826807
1431,-0.4528724226604784
1432,-0.44454843805295674
1433,-0.3929299365974637
1434,-0.49933085615810385
1435,-0.43783592603040883
1436,-0.4586039928263341
1437,-0.4316220604100329
1438,-0.4559680754608962
1439,-0.37425734881707445
1440,-0.4716381601395105
1441,-0.4485409825015167
1442,-0.47607596162332744
1443,-0.46479796018591507
1444,-0.41233816045871335
1445,-0.3739125344667225
1446,-0.41910349185606494
1447,-0.4369116433536712
1448,-0.45660437186897984
1449,-0.4250918155872387
1450,-0.4376769406492544
1451,-0.46588133090756595
1452,-0.39229368954335325
1453,-0.425639193995651
1454,-0.3684355765444833
1455,-0.4705597686959943
1456,-0.4814146580182828
1457,-0.40160448665288245
1458,-0.3973896963570296
1459,-0.39873524040473446
1460,-0.4406423042978677
1461,-0.48495638266039015
1462,-0.4325900656614692
1463,-0.40785650818936897
1464,-0.4482992638538412
1465,-0.463260954722497
1466,-0.452665921274572
1467,-0.44561816898270407
1468,-0.4664064465666857
1469,-0.46629364137528456
1470,-0.48683833059603804
1471,-0.4308752608182462
1472,-0.4406049567137074
1473,-0.4390685219656461
1474,-0.460280981604809
1475,-0.4579354207640445
1476,-0.3867038682916781
1477,-0.47307213846026364
1478,-0.46292140612919747
1479,-0.46228755469434657
1480,-0.4375684163387101
1481,-0.5041336712760912
1482,-0.4029604810987378
1483,-0.5001142229495389
1484,-0.43589955144773446
1485,-0.4195615046674037
1486,-0.4567459078189766
1487,-0.45993125311487676
1488,-0.45821284087508535
1489,-0.4465300852720482
1490,-0.45637085946827227
1491,-0.4614359569258468
1492,-0.4755579684745524
1493,-0.3982889175658905
1494,-0.3989665621797482
1495,-0.3990287614264576
1496,-0.4820246174283555
1497,-0.4943709239305285
1498,-0.4677171465778502
1499,-0.44163308138482354
1500,-0.4641222063458157
1501,-0.4642433552909872
1502,-0.44367239984444407
1503,-0.46026118938819643
1504,-0.48592643236908767
1505,-0.4014467194975604
1506,-0.4824198021861712
1507,-0.5031553535907832
1508,-0.3684003404081097
1509,-0.39810991303020593
1510,-0.4432193984497019
1511,-0.5023498818135591
1512,-0.40380465087442285
1513,-0.4928828612474853
1514,-0.40281458517807894
1515,-0.4919045444361281
1516,-0.40450718862152835
1517,-0.4604499463714746
1518,-0.4586822639182441
1519,-0.41937041438520434
1520,-0.4498339283060277
1521,-0.40172240395500625
1522,-0.40236357157523256
1523,-0.40373746063995525
1524,-0.4464723682205454
1525,-0.43948270121272565
1526,-0.4386931595537658
1527,-0.4304970634304053
1528,-0.4297915908793497
1529,-0.44225901047808525
1530,-0.4579282531839213
1531,-0.4588824129174441
1532,-0.4503527251683333
1533,-0.4465607483404453
1534,-0.5025069707004607
1535,-0.447080067536807
1536,-0.45863205442568455
1537,-0.4758984374670238
1538,-0.45373933027635655
1539,-0.43114757719292823
1540,-0.4066528152137119
1541,-0.4035346618389713
1542,-0.47419284287022023
1543,-0.44302971674140074
1544,-0.40447491017643605
1545,-0.42865667758483417
1546,-0.446466659383623
1547,-0.4902371052048147
1548,-0.45237662550760077
1549,-0.43180964313841536
1550,-0.435509963682011
1551,-0.4536579498160777
1552,-0.42816050791259
1553,-0.40027700731320887
1554,-0.40435746368347153
1555,-0.4021564505254991
1556,-0.4035995350789931
1557,-0.4283506436280932
1558,-0.41300181698980554
1559,-0.48573085866211496
1560,-0.4124269745469133
1561,-0.4261454627583392
1562,-0.4538227184695078
1563,-0.4534788220458236
1564,-0.4231936061586241
1565,-0.4493642779110818
1566,-0.48719599936561536
1567,-0.4700627183103048
1568,-0.40902286192795323
1569,-0.39963097595260666
1570,-0.45622365832199047
1571,-0.4907135671213796
1572,-0.4750057029910515
1573,-0.4192107522930016
1574,-0.41983192517486234
1575,-0.39732722133957066
1576,-0.39103866342447763
1577,-0.4490761355034083
1578,-0.47235968921320975
1579,-0.4318434486802045
1580,-0.4321174004276145
1581,-0.45549362753049527
1582,-0.4409802169804112
1583,-0.4890007565210122
1584,-0.4349897026013108
1585,-0.44157499491526186
1586,-0.4596940016267658
1587,-0.43297217958167517
1588,-0.45560561449576303
1589,-0.40854300258143095
1590,-0.4703093908125638
1591,-0.4069057333670332
1592,-0.40674283533018046
1593,-0.3742895806672493
1594,-0.40124351577480244
1595,-0.4495310174618628
1596,-0.42331830293757783
1597,-0.46595738648815815
1598,-0.4607226147822749
1599,-0.4316166051988733
1600,-0.43019228899108447
1601,-0.40895034263471786
1602,-0.4069523596196391
1603,-0.40857716035481406
1604,-0.4412373117763461
1605,-0.37278572152928474
1606,-0.4488006766957944
1607,-0.4466663709004031
1608,-0.46218280380124616
1609,-0.4111542840027775
1610,-0.4518412394855323
1611,-0.4113988608103387
1612,-0.4574042522571467
1613,-0.42139264289821626
1614,-0.33922581275342595
1615,-0.40904210281734116
1616,-0.409984389910556
1617,-0.4433349376964144
1618,-0.4242589563312246
1619,-0.4671716841821596
1620,-0.4888682993116975
1621,-0.3820818291977465
1622,-0.37611582777569796
1623,-0.37782330231558103
1624,-0.4128768235389659
1625,-0.41053820633910304
1626,-0.4111521573007648
1627,-0.4289110563211223
1628,-0.3494486322089389
1629,-0.36423444487234674
1630,-0.40278204227596354
1631,-0.37011754344455233
1632,-0.4041505584202212
1633,-0.38024962093623244
1634,-0.44870824970906137
1635,-0.37108609313098834
1636,-0.3532401042767804
1637,-0.3530971921815947
1638,-0.45969260213452595
1639,-0.4573583133155911
1640,-0.49996483727402335
1641,-0.3521150343275374
1642,-0.41440132422086157
1643,-0.34376058760454725
1644,-0.5032004323620846
1645,-0.36553314731454045
1646,-0.3506210247833305
1647,-0.5004336791397938
1648,-0.4815537389895579
1649,-0.4304069515861406
1650,-0.494262610075667
1651,-0.44269063714900375
1652,-0.3661160073329672
1653,-0.3635036427233032
1654,-0.3459164866849447
1655,-0.3463301963638583
1656,-0.4026673707590354
1657,-0.3382930267373703
1658,-0.4428761247696767
1659,-0.4190530343783611
1660,-0.3795826440505763
1661,-0.4168774640981742
1662,-0.39945295259012886
1663,-0.49812806290308004
1664,-0.421700495634763
1665,-0.4255300696124317
1666,-0.38475546253950116
1667,-0.4392451823178343
1668,-0.45773932999037276
1669,-0.4990043998804458
1670,-0.42783719053893515
1671,-0.47685420550438135
1672,-0.4948920681600328
1673,-0.49562166202022095
1674,-0.39705425269337996
1675,-0.4987315482215943
1676,-0.4231509766633501
1677,-0.43281858690702846
1678,-0.49887059186910293
1679,-0.40548246487063544
1680,-0.40424049943185153
1681,-0.3863206205425101
1682,-0.4978197507037064
1683,-0.4032623259807186
1684,-0.4410140952788087
1685,-0.4424061571517915
1686,-0.4749995383610616
1687,-0.38020156881833755
1688,-0.3785954665128084
1689,-0.4034225457974759
1690,-0.5007405020735306
1691,-0.41460052297123395
1692,-0.382057723248856
1693,-0.49389964371453726
1694,-0.399150922164677
1695,-0.4188189313745891
1696,-0.4919874586606454
1697,-0.4662969955789215
1698,-0.41460776980931513
1699,-0.5017679953686712
1700,-0.4440584388621669
1701,-0.4982603038721514
1702,-0.4965705103724773
1703,-0.35152446910978674
1704,-0.4395324061059469
1705,-0.49736665772214
1706,-0.48739198784586574
1707,-0.4970910760013456
1708,-0.4236405198665217
1709,-0.4783706298889274
1710,-0.37149318312591756
1711,-0.3768987537616779
1712,-0.4955339323907966
1713,-0.41706091656280503
1714,-0.3878107268620023
1715,-0.49921891514910666
1716,-0.49856396303024103
1717,-0.36972315898722075
1718,-0.37332614289228166
1719,-0.36557685417877767
1720,-0.369912113797485
1721,-0.4187358968822663
1722,-0.4523995995282573
1723,-0.4428613134678237
1724,-0.49596164566454043
1725,-0.4115060894569849
1726,-0.4665167107422071
1727,-0.49685936168339984
1728,-0.4308201952756014
1729,-0.34236088356087047
1730,-0.4959816956635357
1731,-0.4885509506777193
1732,-0.41786389922747985
1733,-0.42743798765177105
1734,-0.43494272721055155
1735,-0.4897021786434094
1736,-0.4942167209157718
1737,-0.3400376788333228
1738,-0.5005180329732452
1739,-0.3447053102416929
1740,-0.49840544748962373
1741,-0.39978050436318835
1742,-0.38527591382950227
1743,-0.42994805004804987
1744,-0.3445401839180083
1745,-0.46127691235416995
1746,-0.49764934284054
1747,-0.4980350667450761
1748,-0.41613599370453014
1749,-0.46787940794147903
1750,-0.36409375692177376
1751,-0.40631218886383885
1752,-0.49823312372621814
1753,-0.37024562170160485
1754,-0.38566669230927525
1755,-0.4992805188205574
1756,-0.500066712345721
1757,-0.498940928107032
1758,-0.40097569194111005
1759,-0.4304534687165047
1760,-0.43693887441734053
1761,-0.38363297461510326
1762,-0.44110375542568603
1763,-0.4078805720439198
1764,-0.3894382463956278
1765,-0.4010304512841392
1766,-0.39223270550640016
1767,-0.3649199339668845
1768,-0.4982454184757574
1769,-0.46271498683037926
1770,-0.4990557460400418
1771,-0.4682440580236835
1772,-0.5000100474654888
1773,-0.5005151707517328
1774,-0.4261149838759872
1775,-0.38296421834266164
1776,-0.4256045363207864
1777,-0.49806502438142425
1778,-0.3871098540730679
1779,-0.42115066166055426
1780,-0.4270123470651794
1781,-0.4077730049883607
1782,-0.3836502740434968
1783,-0.4929537332006239
1784,-0.34024414299506756
1785,-0.4998461252867475
1786,-0.4988403894836484
1787,-0.4523817024805375
1788,-0.4282911823363505
1789,-0.3539014148035662
1790,-0.3596302060260661
1791,-0.43509465349977766
1792,-0.4408569136040865
1793,-0.4141160968456515
1794,-0.3619082776657691
1795,-0.4960142749300059
1796,-0.35617184059570883
1797,-0.47091557757271874
1798,-0.4703183359478622
1799,-0.4853517339151387
1800,-0.49880968256573976
1801,-0.4869979635177855
1802,-0.45208133590737365
1803,-0.394322623317476
1804,-0.4706065540985291
1805,-0.3463937509384354
1806,-0.46451676869461295
1807,-0.4911330325071383
1808,-0.4987502219827154
1809,-0.44314658876755625
1810,-0.37454116814078603
1811,-0.4988064672238599
1812,-0.45216343977945295
1813,-0.4725601695065562
1814,-0.4378304571787786
1815,-0.46426736577868494
1816,-0.41776351098298353
1817,-0.4242038784709394
1818,-0.4968069103100108
1819,-0.42627107476328296
1820,-0.49732707453344144
1821,-0.49541675006288677
1822,-0.40020477183686093
1823,-0.37288711782680917
1824,-0.45360783868961835
1825,-0.4997737183959166
1826,-0.39315618002045544
1827,-0.4914046549279633
1828,-0.4858821422535511
1829,-0.49750676229054597
1830,-0.4719696104465439
1831,-0.42802510715983594
1832,-0.4272244758356612
1833,-0.5005957080853726
1834,-0.4884316103325909
1835,-0.42706368152345947
1836,-0.38293011019412293
1837,-0.49971916557122303
1838,-0.5027789451772149
1839,-0.49965236103082217
1840,-0.4814851879642145
1841,-0.42128520832343086
1842,-0.4975193482888411
1843,-0.4965919444820761
1844,-0.34738944079157785
1845,-0.3453874368183855
1846,-0.4182188077876672
1847,-0.34443152470331717
1848,-0.3993327791534101
1849,-0.4779695991639253
1850,-0.47572556792950627
1851,-0.44110101163478577
1852,-0.5000195342852062
1853,-0.47839584483665076
1854,-0.42566910316374834
1855,-0.4969141273218603
1856,-0.4951222491557538
1857,-0.4955917233483574
1858,-0.49534992634086766
1859,-0.40117595221155117
1860,-0.4107641869837784
1861,-0.49018991994689953
1862,-0.4534453446046595
1863,-0.4989906068180714
1864,-0.49826727780979546
1865,-0.4974855899704734
1866,-0.49475170926514306
1867,-0.4861989874176413
1868,-0.38036934605103206
1869,-0.4719885447268297
1870,-0.3828202281792648
1871,-0.49903649265809596
1872,-0.4979487971456858
1873,-0.3527441700248035
1874,-0.42882132887303465
1875,-0.4073759720344727
1876,-0.4960439427729699
1877,-0.4211930713455138
1878,-0.42274637023923933
1879,-0.39864474192291005
1880,-0.42530064800517925
1881,-0.3578988672494223
1882,-0.3580280755407661
1883,-0.3679782588921244
1884,-0.49907599068710323
1885,-0.4961128020215518
1886,-0.5038682477048727
1887,-0.4782755101593647
1888,-0.3689821672156269
1889,-0.4924424000326299
1890,-0.49623738391753097
1891,-0.5010588916046347
1892,-0.413335973827097
1893,-0.42889664245409126
1894,-0.423927502872154
1895,-0.5010347995183565
1896,-0.47408082582102073
1897,-0.34403831430485354
1898,-0.4992568057720388
1899,-0.5000208534257242
1900,-0.4107014147386872
1901,-0.46663086445525886
1902,-0.4994573834617364
1903,-0.4947779747590919
1904,-0.48486741899488156
1905,-0.49904379778236846
1906,-0.37697343428140684
1907,-0.49624529867024036
1908,-0.4895173003570095
1909,-0.389253976808342
1910,-0.46894705054462227
1911,-0.46920870531511816
1912,-0.4651189143849634
1913,-0.4774888091630498
1914,-0.4964199885100822
1915,-0.42466428097116854
1916,-0.4259201130311816
1917,-0.49406904329286316
1918,-0.42281563687605694
1919,-0.47918495591830074
1920,-0.4999938991179336
1921,-0.49748470735166667
1922,-0.4231288614228405
1923,-0.35672359023993483
1924,-0.42110119755910064
1925,-0.37730614190362394
1926,-0.4429420505763866
1927,-0.4977220102397392
1928,-0.4429619551277688
1929,-0.4990009850448844
1930,-0.4993485835530301
1931,-0.4994506877472065
1932,-0.3583874970832495
1933,-0.47421999699459844
1934,-0.47292081833763855
1935,-0.4718327492836644
1936,-0.4660375350855763
1937,-0.4986576462720515
1938,-0.45232325595999684
1939,-0.3838499956686506
1940,-0.38225445074875486
1941,-0.5007767375312074
1942,-0.40831608899784855
1943,-0.4996345826432347
1944,-0.4998577987962552
1945,-0.35639755571594534
1946,-0.3834432591131933
1947,-0.3537819515762102
1948,-0.4727831537481298
1949,-0.46941700657426066
1950,-0.3807680886023386
1951,-0.38215677248676955
1952,-0.4964001936057816
1953,-0.3835359083210639
1954,-0.38697607052046307
1955,-0.41405596074337225
1956,-0.3806580991449122
1957,-0.47674013043943314
1958,-0.47202663119797245
1959,-0.4778334802376781
1960,-0.45095385810365646
1961,-0.4504466967154182
1962,-0.4933437578239044
1963,-0.4388498427717398
1964,-0.44044488061226755
1965,-0.4948600381418213
1966,-0.43999549483031375
1967,-0.4398200699413904
1968,-0.4372986959148945
1969,-0.426837509835107
1970,-0.47558066630564655
1971,-0.441658245368997
1972,-0.4954324588251586
1973,-0.38739969486952
1974,-0.4844023774170025
1975,-0.49454178219333195
1976,-0.4954840584102944
1977,-0.49511198549351737
1978,-0.49887375546759144
1979,-0.47700564897227754
1980,-0.5002041455370457
1981,-0.3874029392640315
1982,-0.36229920630864704
1983,-0.4772374817735164
1984,-0.4533727762654693
1985,-0.42094923865396955
1986,-0.38932899479681343
1987,-0.38567590210543834
1988,-0.3853151844072471
1989,-0.37892318553569254
1990,-0.49712256769439
1991,-0.49486924887055656
1992,-0.4998287934238974
1993,-0.4981332656407562
1994,-0.48386613880069573
1995,-0.501617933592116
1996,-0.4081890276797939
1997,-0.48245457491198257
1998,-0.4970818081951385
1999,-0.4978077459372987
2000,-0.4824159620028256
2001,-0.41037088556867235
2002,-0.4993152164220962
2003,-0.41088978957167505
2004,-0.3891060137800524
2005,-0.45362142494212127
2006,-0.4984651548643861
2007,-0.4963892526031655
2008,-0.49545991252473276
2009,-0.47941600716362753
2010,-0.47733259245647114
2011,-0.4703575887930109
2012,-0.4681070420470925
2013,-0.5007543558666434
2014,-0.39527944618670025
2015,-0.4979743115278615
2016,-0.41186839383717017
2017,-0.42391925415847015
2018,-0.4037745095405405
2019,-0.38756710549132073
2020,-0.4154900004022988
2021,-0.3968372656459563
2022,-0.40380995225423993
2023,-0.3743580853204311
2024,-0.39017104658806695
2025,-0.406245672923456
2026,-0.39514569083525414
2027,-0.4134637746986149
2028,-0.42230797938814885
2029,-0.4882753435943183
2030,-0.41903466578030674
2031,-0.40511800862913866
2032,-0.40689522408532114
2033,-0.49753817672781736
2034,-0.3582264589209445
2035,-0.4928679979138193
2036,-0.4899640086995163
2037,-0.49040230270138774
2038,-0.4879900251535732
2039,-0.3554801526249615
2040,-0.41101383235220684
2041,-0.4211547909943379
2042,-0.49734355746824277
2043,-0.4808088795634112
2044,-0.3592163184495322
2045,-0.3968348992711301
2046,-0.49545892507977185
2047,-0.49340284095924103
2048,-0.4923768322215148
2049,-0.4902376555673757
2050,-0.48907306788135196
2051,-0.4940090433801592
2052,-0.4033629789342752
2053,-0.48713924543913145
2054,-0.38050945596148406
2055,-0.4076906840494881
2056,-0.4855370158179026
2057,-0.49569253024839055
2058,-0.49189766978174254
2059,-0.48903107142733077
2060,-0.4872162110008819
2061,-0.34976562366353114
2062,-0.49251337710339343
2063,-0.4896650769039714
2064,-0.4864071391884361
2065,-0.483551719147349
2066,-0.4227020294949176
2067,-0.37264373556660524
2068,-0.484344876956132
2069,-0.4796894880437848
2070,-0.48294168214749505
2071,-0.48801793596379434
2072,-0.4836493406335596
2073,-0.4396486525728874
2074,-0.3721590930734661
2075,-0.34835934115831374
2076,-0.34399732739008454
2077,-0.4188419844310791
2078,-0.3712615935515666
2079,-0.4903829026709947
2080,-0.4912805474437067
2081,-0.48812005440916667
2082,-0.4858818921897445
2083,-0.3770866755700839
2084,-0.4079297412396907
2085,-0.373762154922692
2086,-0.3649188111038159
2087,-0.36106568375888753
2088,-0.37496459669038434
2089,-0.37622678977163987
2090,-0.4443655798508661
2091,-0.4870378331849084
2092,-0.48531393280323093
2093,-0.3676750512482003
2094,-0.4049957156846882
2095,-0.3769882777271489
2096,-0.37831395845871807
2097,-0.3651278879242313
2098,-0.39772236107343456
2099,-0.4183428957892914
2100,-0.42559163971993036
2101,-0.38708813349863197
2102,-0.3441622380338421
2103,-0.44219111043131143
2104,-0.42327624233585537
2105,-0.4183978935173547
2106,-0.38648834332938936
2107,-0.3665028242610447
2108,-0.36278550929377534
2109,-0.3731698772287595
2110,-0.36701066478885735
2111,-0.3566759783747715
2112,-0.3556449776056055
2113,-0.35776939997164253
2114,-0.3530859948955867
2115,-0.4003205643086689
2116,-0.4149639629871545
2117,-0.364453668223391
2118,-0.34813314558699265
2119,-0.4256783245464646
2120,-0.35781416720545595
2121,-0.42428975588982065
2122,-0.37785217173144514
2123,-0.399165889647128
2124,-0.403831996574013
2125,-0.4314651826019183
2126,-0.3767042976231001
2127,-0.40552581748014066
2128,-0.42196361228099805
2129,-0.4098866193992791
2130,-0.3607869658837115
2131,-0.4042922478819429
2132,-0.40184736110762603
2133,-0.397715933234645
2134,-0.39493102537058666
2135,-0.39156838475917005
2136,-0.403855028645504
2137,-0.355467736017469
2138,-0.4217121888402741
2139,-0.440343704295239
2140,-0.41604972341651125
2141,-0.4046687795042192
2142,-0.409967169023226
2143,-0.3649014996184799
2144,-0.40836844714149684
2145,-0.37017823094779034
2146,-0.4176401716395677
2147,-0.39894614742316925
2148,-0.42297479669001775
2149,-0.3879122796945235
2150,-0.40463115571775315
2151,-0.3958970508942056
2152,-0.44284816737541527
2153,-0.3518627063850237
2154,-0.37869113846445607
2155,-0.41212612412934196
2156,-0.4384289768185237
2157,-0.3929103641219698
2158,-0.39298703168935517
2159,-0.49917511702269923
2160,-0.3510023558814562
2161,-0.35612611354168106
2162,-0.3443050282399674
2163,-0.4253472402020042
2164,-0.3995019568992826
2165,-0.3836751433120085
2166,-0.3597090426738408
2167,-0.3893803987848135
2168,-0.4227287431399269
2169,-0.35137078820548856
2170,-0.3620492709274019
2171,-0.37078352370642026
2172,-0.4062173163994642
2173,-0.35075038586257135
2174,-0.41164833353372926
2175,-0.3855863531481563
2176,-0.3779951482968751
2177,-0.4146616927485645
2178,-0.38720797950003955
2179,-0.3645403261185332
2180,-0.4225981291624994
2181,-0.36952242942929187
2182,-0.38947395289858217
2183,-0.353066574198486
2184,-0.410616889168182
2185,-0.42145476517222535
2186,-0.4008617883063434
2187,-0.40025170543041866
2188,-0.35242198472915737
2189,-0.38513151212871866
2190,-0.3725977040206592
2191,-0.4375574094883103
2192,-0.3852844338690959
2193,-0.38163096753171705
2194,-0.42188640964262314
2195,-0.3831697135703578
2196,-0.4012269958436163
2197,-0.40479929437452045
2198,-0.3510622012553737
2199,-0.34378046874306945
2200,-0.4220809239774928
2201,-0.4082006328658832
2202,-0.40583381035777893
2203,-0.3482969788532649
2204,-0.34675171625391266
2205,-0.3839991320602067
2206,-0.4055077353350968
2207,-0.41091963053678104
2208,-0.4000796216026896
2209,-0.3618233043362704
2210,-0.4257678669558295
2211,-0.41271685419017423
2212,-0.36309987489419315
2213,-0.4090938704399572
2214,-0.35508378658759426
2215,-0.40150994997576933
2216,-0.35163914727556483
2217,-0.4531311449040432
2218,-0.46692079510846257
2219,-0.3874379489857675
2220,-0.35035494484833124
2221,-0.3474472948644693
2222,-0.42084720223232264
2223,-0.40188333164885365
2224,-0.4011112561451051
2225,-0.4735760414887564
2226,-0.4188275028031503
2227,-0.3738489915891419
2228,-0.3538399132996677
2229,-0.47264391971788206
2230,-0.4176364111113824
2231,-0.3824187532104682
2232,-0.43506595159461575
2233,-0.3816417278795114
2234,-0.37083978831935366
2235,-0.47378945228625496
2236,-0.3807459139910349
