time,longitude,latitude,value
2013-01-06 16:37:03,-73.995102,40.744781,1
2013-01-08 10:08:49,-73.972366,40.762138,2
2013-01-08 07:49:28,-74.00679,40.754345,2
2013-01-07 16:19:22,0.0,0.0,1
2013-01-06 00:15:44,-74.005058,40.728676,1
2013-01-08 10:59:25,-73.960358,40.769138,1
2013-01-07 20:49:38,-73.874374,40.774078,2
2013-01-07 18:42:42,0.0,0.0,1
2013-01-07 20:19:22,0.0,0.0,1
2013-01-08 10:17:06,-73.985962,40.758213,1
2013-01-01 23:26:42,-73.783318,40.648636,2
2013-01-10 14:11:57,-74.00843,40.707649,1
2013-01-10 12:08:05,-73.987953,40.761723,1
2013-01-10 07:07:59,-73.994026,40.719303,1
2013-01-08 03:13:19,-73.997856,40.756405,1
2013-01-08 10:21:01,-73.988632,40.73122,1
2013-01-10 10:08:28,-73.990204,40.748875,1
2013-01-10 13:45:16,-73.994225,40.743343,1
2013-01-01 23:33:10,-73.983711,40.756092,2
2013-01-08 08:04:43,-74.000961,40.747326,1
2013-01-08 12:48:13,-74.000534,40.742233,1
2013-01-08 11:20:30,-73.991524,40.750286,1
2013-01-10 16:16:38,-74.006844,40.741451,2
2013-01-07 15:32:02,-73.970627,40.788956,1
2013-01-07 18:42:01,-73.985481,40.75679,1
2013-01-07 20:44:18,-73.988838,40.723125,1
2013-01-08 00:38:28,-73.988708,40.720913,1
2013-01-08 03:50:07,-73.981224,40.767769,2
2013-01-07 19:41:25,-73.990692,40.718311,1
2013-01-07 09:54:33,-73.952293,40.766174,1
2013-01-08 15:47:04,-73.96151,40.771465,1
2013-01-08 10:38:07,-74.007858,40.705116,2
2013-01-10 12:44:00,-73.995338,40.744701,1
2013-01-07 07:00:28,-73.989571,40.756386,1
2013-01-07 19:28:53,-73.99514,40.754845,2
2013-01-08 11:19:08,-73.993645,40.75573,1
2013-01-05 09:50:38,-73.999763,40.743454,1
2013-01-05 19:52:03,-73.999146,40.734352,4
2013-01-07 16:31:19,-73.990356,40.749485,1
2013-01-07 18:03:30,-73.982033,40.783218,1
2013-01-10 12:19:05,-73.964081,40.76532,1
2013-01-10 09:36:18,-74.00016,40.721786,1
2013-01-08 12:40:22,-73.977966,40.745564,1
2013-01-07 10:05:50,-73.98909,40.748367,1
2013-01-07 10:42:22,-73.975433,40.752464,1
2013-01-10 15:08:42,-74.003731,40.726925,2
2013-01-07 16:33:18,-73.978653,40.752361,1
2013-01-10 14:27:05,-73.977982,40.742004,1
2013-01-07 12:21:46,-73.95079,40.714039,1
2013-01-07 22:21:59,-73.995682,40.679161,1
2013-01-10 15:34:30,-74.010124,40.720692,3
2013-01-08 00:30:46,-73.99482,40.743816,1
2013-01-07 16:04:30,-73.954712,40.789288,1
2013-01-10 14:30:37,-73.955818,40.787796,3
2013-01-01 16:46:15,-73.959908,40.806396,1
2013-01-08 11:41:59,-73.971962,40.749996,1
2013-01-08 02:09:40,-73.998047,40.74577,2
2013-01-10 11:02:44,-73.962318,40.77911,1
2013-01-01 16:06:51,-73.989059,40.750572,2
2013-01-01 09:19:27,-73.954796,40.59893,1
2013-01-07 20:48:02,-73.97345,40.763561,1
2013-01-08 11:12:48,-73.980438,40.76128,1
2013-01-06 22:29:04,-73.97522,40.751698,1
2013-01-05 21:28:33,-73.966156,40.764412,2
2013-01-05 10:01:54,-73.957909,40.774628,1
2013-01-13 04:36:00,-73.996933,40.720055,5
2013-01-13 04:37:00,-74.000313,40.730068,2
2013-01-13 04:41:00,-73.997292,40.720982,1
2013-01-13 04:39:00,-73.993134,40.692734,1
2013-01-13 04:37:00,-73.966843,40.756741,5
2013-01-13 04:26:00,-73.956451,40.771442,1
2013-01-13 04:30:00,-74.005455,40.740772,6
2013-01-13 04:37:00,-73.998657,40.74015,2
2013-01-13 04:32:00,-73.954376,40.789677,1
2013-01-13 04:31:00,-73.989914,40.760544,1
2013-01-13 04:30:00,-73.963219,40.761696,1
2013-01-13 04:02:00,-73.984451,40.732834,3
2013-01-13 04:30:00,-73.944519,40.809158,1
2013-01-13 04:33:00,-73.980049,40.735142,3
2013-01-13 04:19:00,-73.962257,40.760571,4
2013-01-13 04:18:00,-74.006317,40.733406,2
2013-01-13 04:34:00,-73.977806,40.76321,5
2013-01-13 04:04:00,-74.010414,40.729927,1
2013-01-13 04:38:00,-73.967133,40.756481,1
2013-01-13 04:14:00,-74.005142,40.739998,1
2013-01-13 04:36:00,-73.94384,40.814938,1
2013-01-13 04:16:00,-73.998161,40.73542,1
2013-01-13 04:08:00,-73.98658,40.766548,1
2013-01-13 04:31:00,-73.989471,40.720623,1
2013-01-13 04:27:00,-73.982887,40.744957,3
2013-01-13 04:24:00,-73.988449,40.723179,6
2013-01-13 04:34:00,-73.960197,40.757877,1
2013-01-13 04:25:00,-74.010147,40.705051,1
2013-01-13 04:24:00,-73.956543,40.717155,3
2013-01-13 04:29:00,-73.987923,40.72398,1
2013-01-13 04:30:00,-73.985313,40.762997,1
2013-01-13 04:22:00,-73.973907,40.74332,1
2013-01-13 04:28:00,-73.989761,40.723213,1
2013-01-13 04:36:00,-73.98571,40.735306,2
2013-01-13 04:26:00,-74.009911,40.73558,1
2013-01-13 04:25:00,-73.987656,40.732533,4
2013-01-13 04:04:00,-74.00647,40.744583,5
2013-01-13 04:42:00,-73.984886,40.741982,1
2013-01-13 04:39:00,-73.962021,40.805344,1
2013-01-13 04:34:00,-73.997772,40.756634,1
2013-01-13 04:36:00,-73.999771,40.721893,1
2013-01-13 04:23:00,-73.982964,40.74432,1
2013-01-13 04:38:00,0.0,0.0,2
2013-01-13 04:40:00,-73.972443,40.756451,1
2013-01-13 04:30:00,-73.987801,40.721195,1
2013-01-13 04:31:00,-73.989433,40.719017,1
2013-01-13 04:41:00,-73.986855,40.721001,1
2013-01-13 04:31:00,-73.987961,40.728695,1
2013-01-13 04:34:00,-73.993034,40.747444,1
2013-01-13 04:42:00,-73.986534,40.747066,1
2013-01-13 04:41:00,-73.996262,40.759922,6
2013-01-13 04:32:00,-73.98642,40.747166,2
2013-01-13 04:33:00,-73.986771,40.674507,1
2013-01-13 04:32:00,-73.945297,40.783367,1
2013-01-13 04:37:00,-73.984695,40.732334,1
2013-01-13 04:19:00,-73.985237,40.719242,3
2013-01-13 04:41:00,-74.00927,40.712772,1
2013-01-13 04:39:00,-73.961502,40.713982,2
2013-01-13 04:31:00,-73.996246,40.723808,6
2013-01-13 04:12:00,-73.954185,40.821575,1
2013-01-13 04:34:00,-73.99054,40.761196,1
2013-01-13 04:35:00,-74.00325,40.74155,2
2013-01-13 04:37:00,-73.981491,40.741055,6
2013-01-13 04:43:00,-74.006226,40.714039,1
2013-01-13 04:38:00,-73.978752,40.678902,1
2013-01-13 04:40:00,-73.993446,40.721489,1
2013-01-13 04:38:00,-74.008476,40.720203,1
2013-01-13 04:33:00,-73.972359,40.793816,1
2013-01-13 04:33:00,-73.966034,40.756313,6
2013-01-13 04:24:00,-74.007187,40.741405,1
2013-01-13 04:35:00,-73.990746,40.72438,1
2013-01-13 04:41:00,-73.988007,40.718781,6
2013-01-13 04:41:00,-73.987015,40.729069,1
2013-01-13 04:39:00,-73.981972,40.778786,5
2013-01-13 04:41:00,-73.981209,40.689205,1
2013-01-13 04:25:00,-73.998131,40.740452,6
2013-01-13 04:39:00,-74.004265,40.733383,1
2013-01-13 04:32:00,-74.000534,40.731518,1
2013-01-13 04:31:00,-73.999199,40.726509,3
2013-01-13 04:41:00,-73.987907,40.757191,1
2013-01-13 04:29:00,-73.98822,40.74966,5
2013-01-13 04:34:00,-73.973991,40.760601,2
2013-01-13 04:43:00,-74.004494,40.742031,1
2013-01-13 04:19:00,-73.984177,40.725204,1
2013-01-13 04:35:00,-73.990112,40.732014,1
2013-01-13 04:37:00,-73.999779,40.738579,1
2013-01-13 04:37:00,-73.988518,40.720043,1
2013-01-13 04:17:00,-73.978142,40.741543,5
2013-01-13 04:22:00,-73.999023,40.727737,3
2013-01-13 04:39:00,-73.995819,40.724506,5
2013-01-13 04:33:00,-73.978554,40.729706,1
2013-01-13 04:14:00,-73.988808,40.722042,1
2013-01-13 04:14:00,-73.997543,40.763805,6
2013-01-13 04:41:00,-73.973953,40.75742,2
2013-01-13 04:39:00,-73.982262,40.731098,1
2013-01-13 04:41:00,-73.971802,40.794418,6
2013-01-13 04:43:00,-73.996292,40.738121,1
2013-01-13 04:38:00,-74.005219,40.740604,5
2013-01-13 04:40:00,-73.95752,40.801159,1
2013-01-13 04:39:00,-73.92482,40.761772,1
2013-01-13 04:29:00,-73.994637,40.720535,1
2013-01-13 04:38:00,-73.971642,40.76263,5
2013-01-13 04:30:00,-73.991943,40.75798,1
2013-01-13 04:16:00,-73.982536,40.731247,5
2013-01-13 04:38:00,-73.973328,40.754566,1
2013-01-13 04:27:00,-73.968918,40.753971,1
2013-01-13 04:50:00,-73.983078,40.69371,1
2013-01-13 04:45:00,-73.955666,40.779266,5
2013-01-13 04:20:00,-73.99279,40.75882,1
2013-01-13 11:04:00,-73.966873,40.75312,1
2013-01-13 11:03:00,-73.958488,40.769073,3
2013-01-13 11:06:00,-73.96769,40.792801,1
2013-01-13 11:00:00,-73.9729,40.795914,1
2013-01-13 10:52:00,-73.975594,40.763512,1
2013-01-13 11:04:00,-73.987015,40.779114,1
2013-01-13 10:58:00,-73.930069,40.761696,1
2013-01-13 10:51:00,-73.862679,40.768909,2
2013-01-13 11:04:00,-73.977173,40.755627,1
2013-01-13 11:03:00,-73.978264,40.783241,1
2013-01-13 11:07:00,-74.006569,40.738552,1
2013-01-13 11:12:00,-73.974709,40.756065,1
2013-01-13 10:58:00,-73.9963,40.725346,2
2013-01-13 11:08:00,-73.987045,40.74091,1
2013-01-13 11:05:00,-73.988136,40.716904,1
2013-01-13 11:09:00,-73.953079,40.786671,1
2013-01-13 11:05:00,-73.991486,40.750271,3
2013-01-13 11:07:00,-73.996193,40.723858,1
2013-01-13 11:06:00,0.0,0.0,1
2013-01-13 11:09:00,-73.988518,40.779026,6
2013-01-13 10:59:00,-74.006271,40.731754,1
2013-01-13 11:13:00,-73.972092,40.761971,1
2013-01-13 11:13:00,-73.981056,40.779537,1
2013-01-13 11:12:00,-73.945351,40.782696,1
2013-01-13 10:54:00,-73.973839,40.791142,1
2013-01-13 11:00:00,-73.993469,40.742283,6
2013-01-13 11:09:00,-73.981934,40.778442,6
2013-01-13 11:05:00,-73.960136,40.776108,5
2013-01-13 11:00:00,-74.006424,40.712811,1
2013-01-13 11:08:00,-73.983749,40.748669,1
2013-01-13 11:02:00,-74.001114,40.725819,1
2013-01-13 11:02:00,-73.986557,40.766846,2
2013-01-13 10:48:00,-74.005257,40.719044,1
2013-01-13 11:04:00,-73.978081,40.7528,1
2013-01-13 10:59:00,-73.989456,40.747486,1
2013-01-13 11:00:00,-73.98053,40.688324,2
2013-01-13 10:57:00,-73.973602,40.743832,1
2013-01-13 11:04:00,-73.994385,40.743793,1
2013-01-13 11:11:00,-73.968491,40.767395,1
2013-01-13 11:05:00,-73.999542,40.761429,2
2013-01-13 11:08:00,-73.985931,40.752117,5
2013-01-13 11:02:00,-73.956284,40.779499,6
2013-01-13 11:11:00,-74.004791,40.725842,1
2013-01-13 04:31:00,-73.994675,40.680569,1
2013-01-13 04:24:00,-74.005592,40.740707,6
2013-01-13 04:25:00,-73.949654,40.784626,1
2013-01-13 03:58:00,-74.004128,40.742195,1
2013-01-13 04:34:00,-73.913818,40.765591,2
2013-01-13 04:34:00,-73.919991,40.757874,6
2013-01-13 04:18:00,-73.960114,40.762001,2
2013-01-13 11:04:00,-73.977097,40.790096,5
2013-01-13 11:06:00,-73.99176,40.726768,1
2013-01-13 11:01:00,-73.985703,40.735298,1
2013-01-13 11:02:00,-73.981339,40.780125,5
2013-01-13 10:59:00,-73.960274,40.773277,6
2013-01-13 07:52:00,-73.776688,40.645432,2
2013-01-13 10:58:00,-73.970413,40.783966,2
2013-01-13 10:52:00,-73.96981,40.689541,1
2013-01-13 11:14:00,-73.991867,40.758301,1
2013-01-13 11:02:00,-74.006523,40.736931,2
2013-01-13 11:10:00,-73.9729,40.756081,1
2013-01-13 11:09:00,-73.966049,40.794968,1
2013-01-13 10:59:00,-73.977173,40.75922,1
2013-01-13 11:05:00,-74.000786,40.758099,1
2013-01-13 04:32:00,-73.985359,40.718498,5
2013-01-13 04:27:00,-73.90519,40.753532,1
2013-01-13 04:42:00,-73.987282,40.722424,6
2013-01-13 04:45:00,-73.988808,40.729134,1
2013-01-13 04:39:00,-73.999771,40.738556,1
2013-01-13 04:42:00,-73.989532,40.747303,5
2013-01-13 04:40:00,-73.987854,40.718578,2
2013-01-13 04:40:00,-73.986343,40.756725,6
2013-01-13 04:25:00,-74.004181,40.741985,2
2013-01-13 04:37:00,-73.988739,40.727081,1
2013-01-13 04:41:00,-73.987564,40.732651,1
2013-01-13 04:50:00,-73.977692,40.787045,1
2013-01-13 04:39:00,-73.987984,40.731964,1
2013-01-13 04:31:00,-73.992966,40.757858,1
2013-01-13 04:46:00,-73.987312,40.733047,6
2013-01-13 04:51:00,-73.990944,40.748741,1
2013-01-13 04:39:00,-73.937988,40.796841,1
2013-01-13 04:41:00,-73.963768,40.761402,1
2013-01-13 04:38:00,-73.98938,40.75779,1
2013-01-13 04:25:00,-73.987465,40.728779,1
2013-01-13 04:49:00,-73.966675,40.764263,3
2013-01-13 04:26:00,-73.921768,40.755508,1
2013-01-13 04:29:00,-73.957611,40.717949,1
2013-01-13 04:53:00,-73.992256,40.743748,1
2013-01-13 04:36:00,-73.999664,40.730968,6
2013-01-13 04:32:00,-73.981743,40.72094,5
2013-01-13 04:47:00,-73.997818,40.756344,2
2013-01-13 11:02:00,-73.976707,40.749653,1
2013-01-13 10:55:00,-73.9123,40.742641,1
2013-01-13 10:53:00,-73.873085,40.774139,1
2013-01-13 10:56:00,-73.970253,40.789223,5
2013-01-13 11:02:00,-73.986679,40.766666,2
2013-01-13 11:06:00,-73.962105,40.763489,6
2013-01-13 10:57:00,-74.015175,40.717495,1
2013-01-13 11:05:00,-73.924904,40.75238,1
2013-01-13 11:03:00,-73.975189,40.765186,1
2013-01-13 11:05:00,-73.989281,40.757778,5
2013-01-13 10:44:00,-73.989471,40.688301,1
2013-01-13 10:51:00,-73.986649,40.762623,6
2013-01-13 11:05:00,-73.98246,40.731552,1
2013-01-13 10:57:00,0.0,0.0,1
2013-01-13 11:03:00,-73.987823,40.750027,2
2013-01-13 11:05:00,-73.982384,40.76836,1
2013-01-13 11:07:00,-74.005974,40.743942,1
2013-01-13 11:01:00,-73.97802,40.741886,1
2013-01-13 10:53:00,-73.9617,40.764496,1
2013-01-13 11:07:00,-73.956055,40.772114,1
2013-01-13 11:10:00,-73.988808,40.763672,5
2013-01-13 11:05:00,-73.964165,40.792545,1
2013-01-13 11:06:00,-73.989578,40.772881,1
2013-01-13 10:59:00,-74.016403,40.71492,3
2013-01-13 11:09:00,-73.97345,40.782753,1
2013-01-13 11:04:00,-73.965164,40.790913,1
2013-01-13 11:05:00,-73.971695,40.761032,2
2013-01-13 11:04:00,-73.966576,40.752949,1
2013-01-13 11:04:00,-73.971146,40.798248,6
2013-01-13 11:01:00,-73.980347,40.765266,1
2013-01-13 11:06:00,-73.975441,40.752869,1
2013-01-13 11:01:00,-73.974571,40.763023,1
2013-01-13 11:12:00,0.0,0.0,1
2013-01-13 11:05:00,-73.977165,40.789757,2
2013-01-13 11:09:00,-73.989105,40.77758,1
2013-01-13 11:06:00,-73.983177,40.726585,6
2013-01-13 04:23:00,-73.995316,40.748035,1
2013-01-13 04:30:00,-74.006775,40.743977,5
2013-01-13 04:34:00,-73.986259,40.720497,3
2013-01-13 04:28:00,-73.982079,40.761822,1
2013-01-13 04:34:00,-73.986877,40.719368,2
2013-01-13 03:51:00,-73.978539,40.729683,1
2013-01-13 04:33:00,-73.993263,40.738018,2
2013-01-13 04:22:00,-73.997704,40.720734,1
2013-01-13 04:36:00,-73.989204,40.731556,2
2013-01-13 04:36:00,-73.987991,40.720367,1
2013-01-13 04:17:00,-74.002632,40.728565,1
2013-01-13 04:35:00,-73.992424,40.715176,1
2013-01-13 04:34:00,-73.982796,40.722717,1
2013-01-13 04:34:00,-73.997093,40.720615,5
2013-01-13 04:33:00,-73.987007,40.720879,1
2013-01-13 04:46:00,-73.988068,40.764671,1
2013-01-13 04:37:00,-73.988159,40.722099,1
2013-01-13 04:29:00,-73.986496,40.761654,1
2013-01-13 04:43:00,-73.997536,40.721127,1
2013-01-13 04:28:00,-74.005402,40.726418,1
2013-01-13 08:08:00,0.0,0.0,5
2013-01-13 04:36:00,-73.99086,40.766071,1
2013-01-13 04:31:00,-73.986328,40.755474,1
2013-01-13 04:39:00,-74.004158,40.742859,1
2013-01-13 04:41:00,-73.910599,40.850094,4
2013-01-13 04:06:00,-73.982964,40.722816,2
2013-01-13 04:42:00,-73.96785,40.752728,2
2013-01-13 04:40:00,-73.964767,40.75602,5
2013-01-13 03:46:00,-73.984245,40.728863,5
2013-01-13 04:32:00,-73.997574,40.713951,6
2013-01-13 04:27:00,-74.002312,40.739845,5
2013-01-13 04:32:00,-73.996284,40.759727,1
2013-01-13 04:37:00,-73.988647,40.722717,3
2013-01-13 04:41:00,-73.992294,40.721333,1
2013-01-13 04:43:00,-73.990829,40.734676,1
2013-01-13 04:26:00,-73.980919,40.764191,1
2013-01-13 04:37:00,-73.9897,40.701202,1
2013-01-13 04:38:00,-73.986656,40.748672,4
2013-01-13 04:46:00,-73.999863,40.728523,1
2013-01-13 04:34:00,-73.957748,40.717781,1
2013-01-13 04:31:00,-73.991264,40.749767,1
2013-01-13 04:52:00,-73.956451,40.718983,5
2013-01-13 04:47:00,-73.973564,40.747696,1
2013-01-13 04:40:00,-73.978737,40.728436,1
2013-01-13 04:45:00,-73.951775,40.773697,1
2013-01-13 04:35:00,-73.989525,40.741638,6
2013-01-13 04:49:00,-73.946854,40.780205,2
2013-01-13 04:49:00,-73.991081,40.765903,1
2013-01-13 11:04:00,-73.977158,40.779621,5
2013-01-13 11:06:00,-74.005074,40.720432,1
2013-01-13 10:59:00,-73.922272,40.77211,1
2013-01-13 11:04:00,-73.962692,40.799171,1
2013-01-13 11:07:00,-73.98735,40.738823,1
2013-01-13 11:02:00,-74.004639,40.741936,1
2013-01-13 10:50:00,-73.87352,40.773914,1
2013-01-13 11:03:00,-73.982918,40.730824,2
2013-01-13 11:06:00,-74.002098,40.750538,1
2013-01-13 16:36:00,-73.980843,40.738075,1
2013-01-13 04:28:00,-73.989853,40.756989,6
2013-01-13 04:35:00,-73.987762,40.721203,1
2013-01-13 04:15:00,0.0,0.0,5
2013-01-13 04:27:00,-74.006645,40.744217,6
2013-01-13 04:13:00,-73.983284,40.726501,1
2013-01-13 04:24:00,-73.989807,40.723362,1
2013-01-13 04:03:00,-74.0047,40.723694,5
2013-01-13 04:27:00,0.0,0.0,2
2013-01-13 04:24:00,-73.993927,40.754047,2
2013-01-13 04:40:00,-73.988434,40.764267,1
2013-01-13 04:29:00,-73.989845,40.729473,1
2013-01-13 04:34:00,-73.991592,40.726269,2
2013-01-13 04:32:00,-73.984093,40.732014,1
2013-01-13 04:31:00,-73.974487,40.746788,5
2013-01-13 04:28:00,-73.952225,40.777119,1
2013-01-13 04:34:00,-74.003761,40.719761,1
2013-01-13 04:27:00,-73.977654,40.761196,5
2013-01-13 04:33:00,-73.988144,40.731972,5
2013-01-13 04:25:00,-73.996902,40.762791,1
2013-01-13 10:59:00,-73.961746,40.77956,1
2013-01-13 10:56:00,-74.000191,40.74292,6
2013-01-13 11:01:00,-74.005791,40.717926,1
2013-01-13 11:10:00,0.0,0.0,1
2013-01-13 11:02:00,-73.989616,40.757286,1
2013-01-13 11:00:00,-73.98877,40.737068,5
2013-01-13 10:57:00,-74.000038,40.745872,5
2013-01-13 10:50:00,-73.910126,40.769547,5
2013-01-13 11:05:00,-73.987053,40.756252,6
2013-01-13 10:49:00,-73.863625,40.769798,1
2013-01-13 11:02:00,-73.991577,40.749912,1
2013-01-13 11:04:00,-73.961891,40.795578,2
2013-01-13 11:03:00,-73.955894,40.7822,5
2013-01-13 10:51:00,-73.977745,40.753052,6
2013-01-13 11:06:00,-73.951019,40.794243,1
2013-01-13 11:10:00,-73.972267,40.7813,6
2013-01-13 11:01:00,-73.983078,40.762566,1
2013-01-13 10:59:00,-73.982597,40.777126,5
2013-01-13 11:08:00,-73.958939,40.772568,1
2013-01-13 11:09:00,-73.999786,40.728497,1
2013-01-13 04:41:00,-73.982574,40.766472,2
2013-01-13 04:39:00,-73.996384,40.759964,1
2013-01-13 04:47:00,-73.9851,40.727821,1
2013-01-13 04:41:00,-73.951248,40.770737,6
2013-01-13 04:37:00,-74.003815,40.725719,1
2013-01-13 04:43:00,-74.004288,40.742283,2
2013-01-13 04:51:00,-73.861534,40.889069,1
2013-01-13 04:41:00,-73.980858,40.769604,1
2013-01-13 04:46:00,-73.993713,40.721054,1
2013-01-13 10:57:00,-74.00824,40.745331,1
2013-01-13 11:10:00,-73.955284,40.773571,1
2013-01-13 10:54:00,-73.973572,40.764465,1
2013-01-13 10:55:00,-74.001205,40.757095,1
2013-01-13 10:58:00,-73.968117,40.792263,3
2013-01-13 10:57:00,-73.992798,40.750027,1
2013-01-13 11:04:00,-73.974205,40.746998,5
2013-01-13 11:04:00,-73.965019,40.756443,1
2013-01-13 10:24:00,-73.984039,40.737785,5
2013-01-13 10:56:00,-73.985229,40.759113,4
2013-01-13 11:01:00,-73.95269,40.776871,1
2013-01-13 11:02:00,-73.97863,40.750481,3
2013-01-13 11:05:00,-73.981201,40.679966,2
2013-01-13 11:00:00,-73.991432,40.750172,1
2013-01-13 11:12:00,-73.952934,40.772007,1
2013-01-13 11:02:00,-73.973595,40.751225,1
2013-01-13 04:38:00,-73.986549,40.699253,1
2013-01-13 04:21:00,-73.957657,40.717896,1
2013-01-13 04:32:00,-73.962837,40.717224,5
2013-01-13 04:15:00,-74.007919,40.723305,6
2013-01-13 04:32:00,-73.987991,40.722656,1
2013-01-13 04:46:00,-73.980087,40.745541,1
2013-01-13 04:48:00,-73.932816,40.703934,1
2013-01-13 10:52:00,-73.971733,40.786945,1
2013-01-13 11:05:00,-73.98185,40.779575,1
2013-01-13 10:46:00,-73.986801,40.721371,2
2013-01-13 11:09:00,-73.987801,40.759342,2
2013-01-13 11:03:00,-73.966248,40.770737,5
2013-01-13 10:45:00,-73.920479,40.797752,1
2013-01-13 10:47:00,-73.985146,40.762131,1
2013-01-13 11:02:00,-74.010498,40.718819,1
2013-01-13 11:03:00,-73.950851,40.77898,1
2013-01-13 10:57:00,-73.989067,40.721546,1
2013-01-13 11:09:00,-73.956268,40.781647,5
2013-01-13 11:06:00,-73.977943,40.733662,1
2013-01-13 11:09:00,-73.975967,40.789005,2
2013-01-13 11:07:00,-73.937523,40.758148,4
2013-01-13 10:53:00,-73.874535,40.774052,1
2013-01-13 11:12:00,-73.995911,40.759304,5
