Time,Latitude,Longitude,Intensity
20061117  1800,14.0,-102.6,40
20061118  0000,14.3,-102.9,40
20061118  0600,14.6,-103.3,45
20061118  1200,15.0,-103.8,45
20061118  1800,15.3,-104.4,45
20061119  0000,15.5,-104.9,40
20061119  0600,15.5,-105.1,40
20061119  1200,15.4,-105.4,35
20061119  1800,15.2,-105.8,35
20061120  0000,15.0,-106.2,30
20061120  0600,14.9,-106.5,30
20061120  1200,14.8,-106.9,30
20061120  1800,14.8,-107.6,25
20070527  0000,12.8,-110.6,30
20070527  0600,13.0,-110.9,30
20070527  1200,13.1,-111.0,25
20070527  1800,13.1,-111.1,25
20070528  0000,13.1,-111.6,25
20070528  0600,13.1,-112.2,30
20070528  1200,13.0,-112.6,30
20070528  1800,12.9,-112.8,30
20070529  0000,12.8,-113.1,35
20070529  0600,12.7,-113.3,35
20070529  1200,12.7,-113.5,35
20070529  1800,12.8,-113.8,35
20070530  0000,12.9,-114.1,35
20070530  0600,13.1,-114.3,30
20070530  1200,13.3,-114.5,30
20070530  1800,13.3,-114.8,30
20070531  0000,13.2,-115.0,30
20070531  0600,13.1,-115.2,25
20070531  1200,13.0,-115.6,25
20070531  1800,12.8,-116.0,25
20070601  0000,12.8,-116.4,25
20070601  0600,12.7,-117.0,25
20070601  1200,12.5,-117.5,25
20070601  1800,12.3,-117.9,25
20070602  0000,12.1,-118.3,25
20070602  0600,12.0,-118.8,25
20070602  1200,11.6,-119.4,25
20070602  1800,11.3,-119.8,25
20070603  0000,11.1,-120.2,25
20070603  0600,11.0,-120.6,25
20070603  1200,10.8,-121.0,25
20070603  1800,10.7,-121.3,25
20070604  0000,10.7,-121.8,25
20070604  0600,10.7,-122.5,25
20070604  1200,10.7,-123.2,25
20070604  1800,10.6,-124.0,25
20070605  0000,10.5,-124.7,25
20070605  0600,10.6,-125.2,25
20070605  1200,10.8,-125.7,25
20070605  1800,10.9,-126.1,25
20070606  0000,10.9,-126.5,25
20070606  0600,11.0,-127.0,25
20070606  1200,11.1,-127.4,20
20070529  1800,14.2,-97.5,30
20070530  0000,14.2,-97.5,30
20070530  0600,14.2,-97.4,30
20070530  1200,14.0,-97.3,35
20070530  1800,13.6,-97.2,40
20070531  0000,13.2,-96.9,40
20070531  0600,13.1,-96.5,40
20070531  1200,13.0,-96.1,35
20070531  1800,12.9,-95.7,35
20070601  0000,12.9,-95.3,30
20070601  0600,13.0,-94.9,35
20070601  1200,13.2,-94.4,45
20070601  1800,13.4,-93.8,45
20070602  0000,13.7,-93.3,45
20070602  0600,14.1,-92.8,45
20070602  1200,14.6,-92.5,45
20070602  1300,14.7,-92.5,45
20070602  1800,15.2,-92.3,25
20070611  1200,15.5,-110.3,30
20070611  1800,16.2,-111.0,30
20070612  0000,17.0,-111.6,30
20070612  0600,17.6,-112.5,30
20070612  1200,18.0,-113.1,25
20070612  1800,18.4,-113.8,25
20070613  0000,18.8,-114.5,25
20070613  0600,19.1,-115.0,25
20070613  1200,19.3,-115.5,20
20070613  1800,19.6,-115.8,20
20070614  0000,20.0,-116.0,15
20070614  0600,20.1,-116.1,15
20070614  1200,20.1,-116.2,15
20070614  1800,20.1,-116.6,15
20070615  0000,20.1,-117.1,15
20070709  1800,17.0,-118.6,30
20070710  0000,17.5,-119.3,30
20070710  0600,18.1,-120.1,30
20070710  1200,18.8,-120.9,30
20070710  1800,19.0,-121.6,25
20070711  0000,19.0,-122.5,25
20070711  0600,19.2,-123.4,25
20070711  1200,19.4,-124.3,25
20070711  1800,19.6,-125.1,20
20070714  1200,15.4,-114.2,30
20070714  1800,15.7,-115.4,30
20070715  0000,15.8,-116.7,25
20070715  0600,16.3,-117.9,25
20070715  1200,16.7,-119.2,25
20070715  1800,17.0,-120.5,25
20070716  0000,17.4,-121.7,25
20070714  1200,11.2,-125.8,25
20070714  1800,11.3,-126.3,25
20070715  0000,11.6,-126.6,25
20070715  0600,11.9,-126.9,25
20070715  1200,12.1,-127.2,30
20070715  1800,12.5,-127.7,35
20070716  0000,13.0,-128.4,45
20070716  0600,13.6,-129.1,55
20070716  1200,14.0,-130.0,60
20070716  1800,14.4,-130.9,65
20070717  0000,14.8,-131.8,60
20070717  0600,14.9,-132.8,55
20070717  1200,14.9,-133.8,45
20070717  1800,14.9,-134.8,35
20070718  0000,15.0,-136.0,35
20070718  0600,15.1,-137.2,35
20070718  1200,15.1,-138.3,35
20070718  1800,15.0,-139.5,30
20070719  0000,15.2,-140.7,30
20070719  0600,15.3,-142.0,30
20070719  1200,15.5,-143.6,30
20070719  1800,15.7,-145.0,30
20070720  0000,16.0,-146.6,30
20070720  0600,16.0,-148.3,30
20070720  1200,16.1,-149.9,30
20070720  1800,16.5,-151.8,30
20070721  0000,16.5,-153.8,30
20070721  0600,16.3,-155.7,30
20070721  1200,16.1,-157.4,30
20070721  1800,16.2,-159.1,30
20070722  0000,16.4,-161.0,30
20070722  0600,16.4,-162.6,30
20070722  1200,16.3,-164.5,30
20070722  1800,16.1,-166.5,25
20070723  0000,16.1,-168.3,25
20070723  0600,15.9,-170.0,25
20070723  1200,15.8,-171.7,25
20070723  1800,15.7,-173.3,25
20070724  0000,15.7,-175.0,25
20070724  0600,15.7,-176.8,25
20070724  1200,15.8,-178.3,25
20070724  1800,15.8,-179.4,25
20070722  0000,12.5,-104.6,25
20070722  0600,12.6,-105.3,25
20070722  1200,12.7,-105.9,30
20070722  1800,12.9,-106.6,30
20070723  0000,13.2,-107.3,30
20070723  0600,13.8,-108.0,30
20070723  1200,14.5,-108.5,30
20070723  1800,15.1,-108.9,30
20070724  0000,15.8,-109.3,35
20070724  0600,16.4,-109.7,35
20070724  1200,16.9,-110.0,40
20070724  1800,17.5,-110.3,45
20070725  0000,18.1,-110.6,50
20070725  0600,18.7,-110.9,50
20070725  1200,19.3,-111.3,45
20070725  1800,19.8,-111.8,45
20070726  0000,20.3,-112.3,45
20070726  0600,20.9,-112.9,45
20070726  1200,21.5,-113.7,45
20070726  1800,22.0,-114.8,40
20070727  0000,22.4,-115.7,35
20070727  0600,22.7,-116.6,30
20070727  1200,23.0,-117.5,25
20070727  1800,23.3,-118.2,25
20070728  0000,23.6,-118.9,25
20070728  0600,23.9,-119.6,25
20070728  1200,24.2,-120.3,25
20070728  1800,24.5,-121.0,25
20070729  0000,24.6,-121.5,25
20070729  0600,24.6,-121.9,25
20070729  1200,24.6,-122.2,25
20070729  1800,24.4,-122.5,25
20070730  0000,24.1,-122.5,20
20070730  0600,23.8,-122.5,20
20070731  1200,12.9,-122.5,25
20070731  1800,12.9,-123.4,30
20070801  0000,13.0,-124.2,35
20070801  0600,13.0,-124.9,35
20070801  1200,13.1,-125.7,35
20070801  1800,13.2,-126.7,35
20070802  0000,13.3,-127.7,30
20070808  1800,13.4,-126.4,30
20070809  0000,13.2,-127.8,35
20070809  0600,13.1,-129.1,45
20070809  1200,12.9,-130.4,45
20070809  1800,12.7,-131.8,55
20070810  0000,12.6,-133.1,55
20070810  0600,12.6,-134.3,60
20070810  1200,12.6,-135.4,70
20070810  1800,12.6,-136.6,80
20070811  0000,12.6,-137.7,90
20070811  0600,12.6,-138.7,100
20070811  1200,12.7,-139.7,115
20070811  1800,12.9,-140.6,115
20070812  0000,13.2,-141.7,120
20070812  0600,13.4,-143.0,120
20070812  1200,13.5,-144.0,120
20070812  1800,13.7,-145.2,120
20070813  0000,13.9,-146.4,115
20070813  0600,14.2,-147.6,115
20070813  1200,14.6,-148.9,120
20070813  1800,15.1,-150.1,115
20070814  0000,15.7,-151.4,110
20070814  0600,16.2,-152.6,100
20070814  1200,16.6,-153.6,95
20070814  1800,16.9,-154.4,90
20070815  0000,17.3,-155.2,85
20070815  0600,17.4,-156.0,65
20070815  1200,17.3,-157.0,50
20070815  1800,17.4,-158.0,40
20070816  0000,17.4,-159.0,35
20070816  0600,17.1,-160.2,30
20070816  1200,17.1,-161.5,25
20070829  1200,19.4,-109.0,30
20070829  1800,19.5,-110.0,35
20070830  0000,19.4,-111.2,35
20070830  0600,19.2,-112.2,40
20070830  1200,19.2,-113.1,40
20070830  1800,19.2,-114.0,40
20070831  0000,19.1,-114.9,40
20070831  0600,19.0,-115.9,35
20070831  1200,18.8,-116.9,35
20070831  1800,18.7,-117.8,35
20070901  0000,18.6,-118.6,30
20070901  0600,18.6,-119.5,30
20070901  1200,18.8,-120.3,25
20070901  1800,19.0,-121.2,25
20070902  0000,19.2,-122.1,25
20070902  0600,19.4,-122.9,25
20070902  1200,19.6,-123.7,25
20070902  1800,20.0,-123.9,20
20070903  0000,20.3,-124.2,20
20070830  0600,13.1,-95.9,25
20070830  1200,13.6,-96.5,30
20070830  1800,14.1,-97.2,30
20070831  0000,14.6,-98.0,30
20070831  0600,15.1,-98.8,30
20070831  1200,15.7,-99.6,35
20070831  1800,16.3,-100.6,40
20070901  0000,16.8,-101.6,45
20070901  0600,17.2,-102.8,45
20070901  1200,17.6,-103.9,45
20070901  1800,17.9,-104.7,50
20070902  0000,18.0,-105.3,50
20070902  0600,18.1,-105.8,55
20070902  1200,18.3,-106.2,55
20070902  1800,18.5,-106.5,55
20070903  0000,18.7,-106.8,55
20070903  0600,19.0,-107.3,55
20070903  1200,19.4,-107.9,60
20070903  1800,19.8,-108.4,60
20070904  0000,20.3,-108.7,60
20070904  0600,20.9,-109.0,65
20070904  1200,21.7,-109.3,75
20070904  1800,22.6,-109.6,70
20070904  2100,23.1,-109.6,70
20070905  0000,23.6,-109.8,65
20070905  0600,24.6,-110.1,65
20070905  1200,25.6,-110.4,65
20070905  1800,26.6,-110.7,65
20070906  0000,27.9,-110.9,60
20070906  0600,29.5,-110.5,30
20070918  0600,12.7,-106.3,25
20070918  1200,13.2,-107.1,25
20070918  1800,13.7,-107.9,30
20070919  0000,14.2,-108.8,40
20070919  0600,14.6,-109.7,50
20070919  1200,15.0,-110.7,55
20070919  1800,15.3,-111.6,60
20070920  0000,15.7,-112.1,65
20070920  0600,16.2,-112.5,65
20070920  1200,16.8,-112.8,65
20070920  1800,17.5,-113.1,70
20070921  0000,18.2,-113.4,70
20070921  0600,18.8,-113.6,70
20070921  1200,19.3,-113.6,65
20070921  1800,19.8,-113.5,60
20070922  0000,20.3,-113.3,55
20070922  0600,20.7,-113.1,50
20070922  1200,21.2,-112.8,45
20070922  1800,21.6,-112.5,35
20070923  0000,21.9,-112.1,30
20070923  0600,22.0,-111.8,25
20070923  1200,22.0,-111.5,25
20070923  1800,22.0,-111.1,25
20070924  0000,22.0,-110.7,25
20070924  0600,22.0,-110.4,20
20070924  1200,22.0,-110.1,15
20070924  1800,21.9,-109.9,15
20070925  0000,21.8,-109.6,15
20070919  0600,16.1,-126.8,25
20070919  1200,17.0,-127.5,30
20070919  1800,17.4,-128.4,30
20070920  0000,17.6,-129.1,30
20070920  0600,17.7,-129.6,30
20070920  1200,17.8,-130.0,25
20070920  1800,17.8,-130.2,25
20070921  0000,17.7,-130.3,20
20070921  0600,17.5,-130.5,20
20070921  1200,17.2,-130.7,20
20070921  1800,16.8,-130.7,20
20070922  0000,16.6,-130.1,20
20070922  0600,16.8,-129.4,20
20070922  1200,16.9,-128.7,20
20070922  1800,16.9,-128.2,20
20070923  0000,16.9,-127.9,20
20070923  0600,16.9,-127.6,20
20070923  1200,16.9,-127.4,20
20070923  1800,17.0,-127.3,20
20070924  0000,17.2,-127.6,20
20070924  0600,17.3,-128.0,20
20070924  1200,17.5,-128.6,20
20070924  1800,17.9,-129.3,20
20070925  0000,18.0,-130.3,20
20070929  0000,14.7,-108.9,30
20070929  0600,15.0,-110.0,30
20070929  1200,15.4,-110.9,35
20070929  1800,16.0,-111.7,35
20070930  0000,16.7,-112.2,35
20070930  0600,17.4,-112.6,40
20070930  1200,18.1,-113.0,50
20070930  1800,18.9,-113.5,50
20071001  0000,19.7,-114.0,45
20071001  0600,20.5,-114.6,45
20071001  1200,21.4,-115.1,40
20071001  1800,22.3,-115.4,35
20071002  0000,23.1,-115.8,30
20071002  0600,23.5,-116.1,25
20071002  1200,23.8,-116.2,25
20071002  1800,24.0,-116.2,25
20071003  0000,24.0,-116.1,25
20071003  0600,23.9,-116.0,25
20071003  1200,23.8,-115.9,25
20071003  1800,23.6,-115.6,25
20071004  0000,23.4,-115.1,25
20071004  0600,23.2,-114.5,25
20071004  1200,22.9,-113.8,25
20071004  1800,22.4,-113.0,25
20071005  0000,21.9,-112.0,25
20071015  0000,15.0,-108.7,25
20071015  0600,15.0,-108.8,30
20071015  1200,14.9,-108.9,30
20071015  1800,14.7,-108.9,30
20071016  0000,14.5,-108.9,30
20071016  0600,14.3,-108.7,30
20071016  1200,14.1,-108.4,35
20071016  1800,14.0,-108.0,30
20071017  0000,14.0,-107.6,30
20071017  0600,14.3,-107.1,35
20071017  1200,14.4,-106.4,35
20071017  1800,14.5,-105.6,35
20071018  0000,14.7,-104.9,35
20071018  0600,15.2,-104.2,35
20071018  1200,16.0,-103.7,35
20071018  1800,16.5,-103.9,35
20071019  0000,16.6,-104.3,35
20071019  0600,16.8,-104.6,35
20071019  1200,17.0,-105.0,40
20071019  1800,17.2,-105.3,45
20071020  0000,17.4,-105.7,45
20071020  0600,17.6,-106.0,50
20071020  1200,17.9,-106.4,55
20071020  1800,18.2,-106.8,60
20071021  0000,18.6,-107.1,60
20071021  0600,18.9,-107.2,60
20071021  1200,19.2,-107.3,50
20071021  1800,19.4,-107.5,45
20071022  0000,19.5,-107.8,45
20071022  0600,19.6,-108.1,40
20071022  1200,19.6,-108.6,40
20071022  1800,19.6,-109.5,35
20071023  0000,19.4,-110.4,30
20071023  0600,19.1,-111.4,30
20071023  1200,18.7,-112.5,30
20071023  1800,18.4,-113.6,30
20071024  0000,18.4,-114.8,25
20071024  0600,18.4,-115.9,25
20071024  1200,18.4,-117.0,25
20071024  1800,18.4,-118.0,25
20071025  0000,18.5,-118.9,20
20071025  0600,18.6,-119.7,20
20071025  1200,18.7,-120.5,20
20071025  1800,18.8,-121.3,20
20071026  0000,19.0,-121.9,20
20071026  0600,19.4,-122.2,20
20071026  1200,19.8,-122.4,20
20071026  1800,20.2,-122.5,20
20071027  0000,20.7,-122.5,20
20071027  0600,21.1,-122.4,20
20080529  0000,10.1,-86.5,30
20080529  0600,10.7,-86.7,35
20080529  1200,11.3,-86.8,45
20080529  1800,12.0,-86.9,55
20080529  2000,12.3,-87.0,55
20080530  0000,12.9,-87.1,45
20080530  0600,14.1,-87.4,30
20080530  1200,15.0,-88.0,25
20080627  0600,12.2,-107.9,30
20080627  1200,12.6,-108.7,35
20080627  1800,13.0,-109.5,45
20080628  0000,13.5,-110.5,50
20080628  0600,14.0,-111.5,50
20080628  1200,14.4,-112.5,45
20080628  1800,14.7,-113.4,45
20080629  0000,14.9,-114.2,45
20080629  0600,15.0,-115.0,45
20080629  1200,14.9,-115.8,50
20080629  1800,14.8,-116.8,55
20080630  0000,14.8,-117.9,60
20080630  0600,14.9,-119.0,60
20080630  1200,14.9,-120.2,60
20080630  1800,14.8,-121.4,60
20080701  0000,14.7,-122.5,65
20080701  0600,14.6,-123.5,65
20080701  1200,14.7,-124.3,65
20080701  1800,14.9,-125.0,60
20080702  0000,15.3,-125.6,65
20080702  0600,15.7,-126.2,70
20080702  1200,16.2,-126.9,65
20080702  1800,16.6,-127.4,55
20080703  0000,16.9,-127.9,50
20080703  0600,17.2,-128.4,50
20080703  1200,17.3,-129.0,40
20080703  1800,17.3,-129.6,35
20080704  0000,17.2,-130.2,30
20080704  0600,17.1,-130.8,25
20080704  1200,17.0,-131.5,20
20080704  1800,16.8,-132.4,20
20080705  0000,16.5,-133.2,20
20080705  0600,16.2,-134.0,20
20080705  1200,16.0,-135.0,20
20080705  1800,16.0,-136.2,20
20080706  0000,15.9,-137.2,20
20080706  0600,15.8,-138.0,20
20080627  1800,13.5,-122.0,30
20080628  0000,13.9,-122.7,30
20080628  0600,14.2,-123.5,30
20080628  1200,14.4,-124.3,35
20080628  1800,14.6,-125.0,45
20080629  0000,14.6,-125.7,45
20080629  0600,14.6,-126.4,45
20080629  1200,14.5,-127.1,40
20080629  1800,14.4,-127.9,40
20080630  0000,14.3,-128.8,40
20080630  0600,14.3,-129.7,40
20080630  1200,14.2,-130.7,30
20080630  1800,14.1,-131.7,30
20080701  0000,14.1,-132.7,25
20080701  0600,14.1,-133.7,20
20080701  1200,14.1,-134.5,20
20080701  1800,14.0,-135.3,20
20080702  0000,13.8,-136.0,20
20080702  0600,13.5,-136.5,20
20080702  1200,13.1,-136.9,20
20080702  1800,12.8,-137.1,20
20080703  0000,12.5,-137.2,20
20080701  1800,15.4,-106.2,25
20080702  0000,16.0,-106.6,30
20080702  0600,16.7,-107.1,30
20080702  1200,17.4,-107.6,35
20080702  1800,18.0,-108.2,35
20080703  0000,18.7,-108.6,35
20080703  0600,19.4,-109.0,35
20080703  1200,19.9,-109.3,35
20080703  1800,20.5,-110.3,30
20080704  0000,20.9,-110.9,30
20080704  0600,20.4,-111.5,25
20080704  1200,20.3,-112.1,20
20080704  1800,20.1,-112.8,20
20080705  0000,20.1,-113.2,20
20080705  0600,20.1,-113.4,20
20080705  1200,20.2,-113.6,20
20080705  1800,20.2,-113.8,20
20080706  0000,20.2,-114.3,20
20080706  0600,20.4,-115.0,20
20080705  1800,14.1,-99.8,25
20080706  0000,14.8,-100.8,25
20080706  0600,15.5,-101.7,25
20080706  1200,16.2,-102.0,30
20080706  1800,16.8,-102.1,30
20080707  0000,17.5,-102.3,30
20080707  0600,18.3,-102.7,25
20080711  1800,11.1,-93.9,30
20080712  0000,11.7,-95.2,30
20080712  0600,12.3,-96.6,35
20080712  1200,12.9,-98.1,45
20080712  1800,13.5,-99.6,45
20080713  0000,14.1,-101.0,50
20080713  0600,14.6,-102.4,50
20080713  1200,15.0,-103.6,55
20080713  1800,15.3,-104.9,55
20080714  0000,15.5,-106.2,55
20080714  0600,15.6,-107.4,60
20080714  1200,15.7,-108.4,65
20080714  1800,15.8,-109.2,75
20080715  0000,16.0,-109.8,75
20080715  0600,16.2,-110.7,70
20080715  1200,16.3,-111.7,70
20080715  1800,16.3,-112.7,65
20080716  0000,16.3,-113.7,65
20080716  0600,16.4,-114.9,70
20080716  1200,16.6,-116.0,75
20080716  1800,16.9,-117.2,90
20080717  0000,17.2,-118.4,90
20080717  0600,17.1,-119.9,85
20080717  1200,17.1,-121.3,80
20080717  1800,17.2,-122.7,70
20080718  0000,17.4,-124.0,65
20080718  0600,17.6,-125.3,55
20080718  1200,17.8,-126.7,50
20080718  1800,18.0,-128.1,40
20080719  0000,18.2,-129.3,35
20080719  0600,18.0,-130.5,30
20080719  1200,17.8,-131.6,30
20080719  1800,17.5,-132.8,30
20080720  0000,17.3,-134.1,30
20080720  0600,17.3,-135.5,25
20080720  1200,17.2,-137.1,25
20080720  1800,17.0,-138.6,25
20080721  0000,16.9,-140.0,25
20080721  0600,16.7,-141.5,25
20080721  1200,16.5,-143.2,25
20080721  1800,16.3,-144.9,25
20080716  0600,10.0,-95.2,30
20080716  1200,11.0,-96.9,35
20080716  1800,11.3,-98.9,35
20080717  0000,11.5,-101.0,40
20080717  0600,11.7,-102.1,50
20080717  1200,12.0,-103.2,50
20080717  1800,12.5,-104.4,55
20080718  0000,12.9,-105.4,60
20080718  0600,13.2,-106.4,60
20080718  1200,13.5,-107.2,65
20080718  1800,13.9,-108.0,65
20080719  0000,14.2,-108.6,70
20080719  0600,14.6,-109.1,75
20080719  1200,14.9,-109.6,75
20080719  1800,15.4,-110.0,75
20080720  0000,16.0,-110.6,75
20080720  0600,16.8,-111.3,75
20080720  1200,17.5,-112.2,80
20080720  1800,18.3,-113.0,80
20080721  0000,18.9,-114.0,80
20080721  0600,19.5,-115.0,75
20080721  1200,20.0,-116.2,70
20080721  1800,20.3,-117.2,60
20080722  0000,20.5,-118.1,55
20080722  0600,20.9,-119.1,50
20080722  1200,21.3,-120.0,40
20080722  1800,21.7,-121.0,30
20080723  0000,22.1,-121.9,30
20080723  0600,22.6,-123.0,25
20080723  1200,23.0,-123.7,25
20080723  1800,23.8,-124.6,25
20080724  0000,24.0,-125.7,25
20080724  0600,24.4,-126.7,20
20080721  1200,13.4,-100.3,30
20080721  1800,13.8,-101.9,35
20080722  0000,14.2,-103.4,35
20080722  0600,14.3,-104.6,40
20080722  1200,14.3,-105.7,50
20080722  1800,14.4,-106.7,50
20080723  0000,14.7,-107.5,55
20080723  0600,14.9,-108.2,55
20080723  1200,15.0,-108.9,55
20080723  1800,15.0,-109.8,50
20080724  0000,15.1,-110.6,50
20080724  0600,15.2,-111.5,45
20080724  1200,15.3,-112.2,45
20080724  1800,15.5,-112.8,45
20080725  0000,15.8,-113.4,50
20080725  0600,16.0,-114.2,55
20080725  1200,16.3,-115.2,65
20080725  1800,16.5,-116.4,65
20080726  0000,16.8,-117.6,65
20080726  0600,17.0,-118.6,60
20080726  1200,17.0,-119.8,50
20080726  1800,17.0,-120.9,45
20080727  0000,16.9,-122.0,35
20080727  0600,16.9,-123.1,30
20080727  1200,16.9,-124.4,25
20080727  1800,16.9,-125.3,25
20080728  0000,17.0,-126.0,25
20080728  0600,17.0,-127.0,25
20080728  1200,17.0,-128.0,25
20080728  1800,17.0,-129.0,25
20080729  0000,17.3,-130.0,25
20080729  0600,17.8,-131.0,20
20080729  1200,18.0,-132.0,20
20080729  1800,18.0,-133.0,20
20080730  0000,17.8,-134.1,20
20080730  0600,17.5,-135.2,20
20080730  1200,17.1,-136.4,20
20080730  1800,16.7,-137.7,20
20080731  0000,16.4,-138.9,20
20080731  0600,16.6,-140.0,20
20080806  1200,12.2,-109.9,25
20080806  1800,12.9,-111.0,30
20080807  0000,13.6,-112.1,35
20080807  0600,14.2,-113.4,45
20080807  1200,14.5,-114.7,50
20080807  1800,14.5,-116.0,55
20080808  0000,14.5,-117.2,55
20080808  0600,14.5,-118.3,60
20080808  1200,14.6,-119.4,65
20080808  1800,14.7,-120.4,75
20080809  0000,14.9,-121.3,80
20080809  0600,15.2,-122.1,90
20080809  1200,15.5,-122.8,105
20080809  1800,16.0,-123.6,105
20080810  0000,16.5,-124.4,100
20080810  0600,17.0,-125.3,90
20080810  1200,17.5,-126.2,80
20080810  1800,18.0,-127.1,75
20080811  0000,18.4,-128.0,75
20080811  0600,18.6,-128.8,75
20080811  1200,18.8,-129.7,70
20080811  1800,18.8,-130.5,65
20080812  0000,18.8,-131.3,55
20080812  0600,18.7,-132.1,50
20080812  1200,18.6,-132.9,45
20080812  1800,18.5,-133.7,40
20080813  0000,18.3,-134.5,35
20080813  0600,18.1,-135.3,30
20080813  1200,17.9,-136.1,30
20080813  1800,17.6,-136.9,25
20080814  0000,17.3,-137.7,25
20080814  0600,17.0,-138.5,25
20080814  1200,16.7,-139.5,25
20080814  1800,16.3,-140.6,25
20080815  0000,15.9,-141.7,25
20080815  0600,15.6,-142.8,25
20080815  1200,15.4,-144.0,25
20080815  1800,15.3,-145.2,25
20080816  0000,15.2,-146.5,20
20080816  0600,15.1,-147.7,20
20080816  1200,15.0,-149.0,20
20080804  1200,10.4,-136.2,20
20080804  1800,10.4,-136.8,20
20080805  0000,10.4,-137.5,20
20080805  0600,10.0,-139.5,20
20080805  1200,10.2,-140.7,20
20080805  1800,9.8,-141.8,20
20080806  0000,9.7,-142.5,25
20080806  0600,9.9,-143.6,25
20080806  1200,10.1,-144.8,25
20080806  1800,10.1,-145.9,25
20080807  0000,10.2,-146.3,30
20080807  0600,10.4,-147.2,35
20080807  1200,10.6,-147.9,35
20080807  1800,11.0,-149.3,35
20080808  0000,11.2,-150.6,35
20080808  0600,11.3,-151.6,35
20080808  1200,9.9,-152.4,35
20080808  1800,9.6,-153.4,30
20080809  0000,9.8,-154.6,30
20080809  0600,10.0,-155.9,35
20080809  1200,10.1,-157.2,35
20080809  1800,10.2,-158.2,35
20080810  0000,10.2,-159.3,35
20080810  0600,10.0,-160.3,35
20080810  1200,9.8,-161.5,35
20080810  1800,9.8,-162.4,35
20080811  0000,10.1,-164.2,30
20080811  0600,10.3,-165.6,30
20080811  1200,10.4,-166.9,30
20080811  1800,10.7,-168.2,30
